PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
k,k,k,k,9d4h6cKcAd2sTs2d4c,100|-100,sturc.martin.3,DeepStack 
r200c,cr600c,cr1800f,,Qd3cKcKhKsJdQcJc,-600|600,sturc.martin.1,DeepStack 
r300c,cr600c,k,cr1000r3000f,Ks6cTc9s7sKdAs3c6d,1000|-1000,DeepStack,sturc.martin.1 
r300f,,,,Qs5dJhTc,-100|100,DeepStack,sturc.martin.3 
cr500c,k,k,cr1500f,Ad8dKsJh5hQd4cJcTc,-500|500,sturc.martin.3,DeepStack 
k,k,k,cr300c,2hAd2sKdKhQs3h8s4d,-300|300,sturc.martin.1,DeepStack 
r300r900c,r1800c,k,r5400f,KdQc7dAcKh5cAsTsJh,1800|-1800,DeepStack,sturc.martin.3 
f,,,,8h9s6dTc,50|-50,DeepStack,sturc.martin.1 
r200c,cr400f,,,8sJhAdKsTd4c5h,-200|200,sturc.martin.1,DeepStack 
r300c,cr750c,r1500f,,7s5s6h5h2c8d9hTd,750|-750,DeepStack,sturc.martin.1 
r300f,,,,3s6c7h9s,-100|100,sturc.martin.3,DeepStack 
r300f,,,,Qh6sQsQc,-100|100,DeepStack,sturc.martin.3 
r200c,cr400f,,,8s6s5s7hQdQcAs,-200|200,sturc.martin.3,DeepStack 
cr400c,k,cr1200f,,Jh7hKd9cQcTh8s5c,-400|400,sturc.martin.1,DeepStack 
r300c,cr600f,,,8hTcAd2cKh5d2d,-300|300,DeepStack,sturc.martin.3 
r300c,k,k,r600c,QhTs9sAc3h4cKs8sTc,600|-600,DeepStack,sturc.martin.1 
r300f,,,,2cTdJc7d,-100|100,sturc.martin.3,DeepStack 
f,,,,3c6h6d9c,50|-50,DeepStack,sturc.martin.3 
cr400r1200c,k,cr3600c,cr10800c,KsThQh6h5hJsKh8d9h,-10800|10800,sturc.martin.1,DeepStack 
cr500c,r1000r2000c,k,r5000f,AcQh9s5sAs8s2c2h3h,2000|-2000,sturc.martin.3,DeepStack 
r300f,,,,7h5cKdJc,-100|100,DeepStack,sturc.martin.1 
r300f,,,,3d9sKdQs,-100|100,sturc.martin.1,DeepStack 
r200c,k,k,r600f,4cTs8cKh9sAh3hTd2c,200|-200,DeepStack,sturc.martin.3 
r300c,cr600c,cr1500f,,Kh7sKc7c2h5hQd8c,-600|600,DeepStack,sturc.martin.1 
k,r200f,,,7dQc9s4h2s3cQh,100|-100,sturc.martin.3,DeepStack 
r300c,cr600r1200f,,,7d6d9hJd8h5s5c,600|-600,sturc.martin.1,DeepStack 
f,,,,Qh9s8s3h,50|-50,DeepStack,sturc.martin.3 
f,,,,KsJh2s8c,50|-50,DeepStack,sturc.martin.1 
k,cr200c,cr600c,cr20000f,4cKh6d3d4h2d5h9cJs,-600|600,sturc.martin.1,DeepStack 
r200f,,,,Kd4h8d6h,-100|100,sturc.martin.3,DeepStack 
r300c,k,k,cr2300f,Ks2s6dKh8h8cQh3hAh,-300|300,DeepStack,sturc.martin.3 
k,cr300c,k,k,5cTsJd2sThJh6h7h8c,-300|300,sturc.martin.3,DeepStack 
r300f,,,,5s9dKd4d,-100|100,DeepStack,sturc.martin.1 
k,cr200f,,,4d5cJh3s8cJs6d,-100|100,sturc.martin.1,DeepStack 
f,,,,9c6cQc2h,50|-50,DeepStack,sturc.martin.3 
r300f,,,,8d4hAs6s,-100|100,DeepStack,sturc.martin.1 
r200c,k,k,r1000f,2c2h7s6c3dJs2dJcKc,200|-200,sturc.martin.3,DeepStack 
r300c,k,cr600c,r1800c,Kc9hAd4sTcJs8sKsQd,-1800|1800,sturc.martin.1,DeepStack 
f,,,,7d8cKd3c,50|-50,DeepStack,sturc.martin.3 
f,,,,Jh5c3c7s,50|-50,DeepStack,sturc.martin.1 
r300f,,,,3s6d5d5c,-100|100,sturc.martin.1,DeepStack 
r300r900r2400c,cr4800c,k,k,JsJcAh2dQc3c6cAd6h,-4800|4800,DeepStack,sturc.martin.1 
f,,,,4h7d7c2d,50|-50,sturc.martin.1,DeepStack 
f,,,,KdAd5s2c,50|-50,DeepStack,sturc.martin.1 
r200c,cr600f,,,5dJsKsJh5c6hTh,-200|200,sturc.martin.1,DeepStack 
r300f,,,,2d8hQcAc,-100|100,DeepStack,sturc.martin.1 
r300c,cr900c,k,r2700f,5sAc2c9cKsAh8cAd9s,900|-900,sturc.martin.1,DeepStack 
r300f,,,,2s8s5c2c,-100|100,sturc.martin.3,DeepStack 
r300f,,,,4h2c9sKc,-100|100,DeepStack,sturc.martin.3 
r300r900c,r2700c,r5400c,r10800r20000f,KcAd6s6d3d2c2s5hAh,-10800|10800,DeepStack,sturc.martin.1 
cr500f,,,,3s3cQh4d,100|-100,sturc.martin.3,DeepStack 
k,k,cr300f,,Kh3cJh9sJs8c3d7h,-100|100,sturc.martin.1,DeepStack 
r300f,,,,3c9s6cQc,-100|100,DeepStack,sturc.martin.3 
r300f,,,,5sKd7cAs,-100|100,sturc.martin.3,DeepStack 
r300r900r2400c,r4800f,,,8cAc2hQh5c6dKs,2400|-2400,DeepStack,sturc.martin.1 
r300c,r600c,k,r1800f,QhJc6s6d5cQsQd7s9s,600|-600,DeepStack,sturc.martin.3 
k,cr300c,cr900f,,Qh3h4h4c2sAh5d3d,-300|300,sturc.martin.1,DeepStack 
r300f,,,,3s5dTc8d,-100|100,DeepStack,sturc.martin.1 
r300f,,,,Td7cAc8s,-100|100,sturc.martin.3,DeepStack 
k,k,k,cr300f,Qd4cTd2h9d3s5s8sAh,-100|100,sturc.martin.1,DeepStack 
f,,,,5cJc8s6h,50|-50,DeepStack,sturc.martin.3 
k,r200f,,,8sQh4dJh6h7h9s,100|-100,sturc.martin.3,DeepStack 
f,,,,6h4h2cTd,50|-50,DeepStack,sturc.martin.1 
k,cr200f,,,Qc4hTcAs8c8d8h,-100|100,sturc.martin.1,DeepStack 
r300f,,,,2h8c6hAs,-100|100,DeepStack,sturc.martin.3 
r300f,,,,3s7s7c8h,-100|100,sturc.martin.3,DeepStack 
r300f,,,,2s5dAh5h,-100|100,DeepStack,sturc.martin.1 
r300r900r2400r20000c,,,,KcKsTcTsQd4c2h3s7h,20000|-20000,DeepStack,sturc.martin.3 
cr400c,k,k,r800c,JhQd6cKc9cJs3sKs5h,-800|800,sturc.martin.1,DeepStack 
r300f,,,,Td5sTcAh,-100|100,sturc.martin.3,DeepStack 
r300c,cr750f,,,6s4sKs9h5d9cKd,-300|300,DeepStack,sturc.martin.1 
r300r900f,,,,As3s5dTd,300|-300,DeepStack,sturc.martin.3 
cr400f,,,,QsTd7s4c,100|-100,sturc.martin.1,DeepStack 
f,,,,5h3c6s2h,50|-50,sturc.martin.3,DeepStack 
r300f,,,,4sJh8dJd,-100|100,DeepStack,sturc.martin.1 
f,,,,KdJc7d3d,50|-50,DeepStack,sturc.martin.3 
k,k,cr200f,,8c3d3cTdAh4d9d5s,-100|100,sturc.martin.1,DeepStack 
r200f,,,,7d3h9s5s,-100|100,sturc.martin.3,DeepStack 
r300f,,,,3h6dQcTs,-100|100,DeepStack,sturc.martin.3 
r300f,,,,9c2hQhKd,-100|100,DeepStack,sturc.martin.1 
cr500f,,,,Qd9d4c7s,100|-100,sturc.martin.3,DeepStack 
k,k,k,k,Tc4s5h5sQcJh7s6s6h,-100|100,sturc.martin.1,DeepStack 
f,,,,2cJd6d8h,50|-50,DeepStack,sturc.martin.3 
r200f,,,,5c9s6d2d,-100|100,sturc.martin.3,DeepStack 
r300f,,,,7h3cKdAh,-100|100,DeepStack,sturc.martin.1 
r300f,,,,2c4d8h8s,-100|100,DeepStack,sturc.martin.3 
r300f,,,,9s4h9dKh,-100|100,sturc.martin.1,DeepStack 
r200c,cr400c,cr1200c,cr2400c,9cTs9sQd3c4sThQs5d,-2400|2400,sturc.martin.3,DeepStack 
r300f,,,,9s4cJc4d,-100|100,DeepStack,sturc.martin.1 
r300c,cr600c,cr1800c,cr5400c,9cAh3h6h4s5h9h5s2h,-5400|5400,sturc.martin.1,DeepStack 
r300r900c,r1800r3600c,k,k,9d7d6h8d8c6d5h7sTc,3600|-3600,DeepStack,sturc.martin.1 
f,,,,2s4h7c2d,50|-50,DeepStack,sturc.martin.3 
r300f,,,,4dQhKc7h,-100|100,sturc.martin.3,DeepStack 
r300c,k,k,k,9c7h5h4hKs3hJc7c8h,300|-300,DeepStack,sturc.martin.3 
k,cr300f,,,Ks2c4h6s8c9h6d,-100|100,sturc.martin.1,DeepStack 
f,,,,5d2cJd6h,50|-50,DeepStack,sturc.martin.1 
k,k,k,cr300f,5cKd8c8hQcAd2h6s4c,-100|100,sturc.martin.3,DeepStack 
r200c,cr400f,,,Qs2d4h6c6h4cKs,-200|200,sturc.martin.1,DeepStack 
f,,,,3hJd4d2c,50|-50,DeepStack,sturc.martin.1 
r300c,k,k,r600c,4s6sQhQc9h3hAdKc5h,-600|600,sturc.martin.1,DeepStack 
r300r900c,r1800c,r3600c,r10800c,8hKhAdQh8c8s3h7dAs,10800|-10800,DeepStack,sturc.martin.3 
f,,,,8d4h6d2h,50|-50,DeepStack,sturc.martin.1 
cr400f,,,,8hAhTc5d,100|-100,sturc.martin.1,DeepStack 
f,,,,6cTcKh3d,50|-50,DeepStack,sturc.martin.1 
r300f,,,,9h2d8h6h,-100|100,sturc.martin.3,DeepStack 
f,,,,3h7s2s9d,50|-50,sturc.martin.1,DeepStack 
f,,,,Ah7s2s6h,50|-50,DeepStack,sturc.martin.1 
r200f,,,,3c6hTs4s,-100|100,sturc.martin.1,DeepStack 
f,,,,TdJs4c2s,50|-50,DeepStack,sturc.martin.1 
r300r900c,r1800f,,,AcJh5sTsKc7s7c,900|-900,DeepStack,sturc.martin.3 
f,,,,KdQc2h9c,50|-50,sturc.martin.1,DeepStack 
r300c,cr600c,k,r1200f,Ah6d6s2s4sAcQd2hJs,600|-600,DeepStack,sturc.martin.1 
r300f,,,,6h5dAc6s,-100|100,sturc.martin.3,DeepStack 
f,,,,Kc4c3h7h,50|-50,DeepStack,sturc.martin.3 
r200r600r1800c,cr3600c,k,cr10800c,JsAh9h8hJhTd3sKh2s,10800|-10800,sturc.martin.3,DeepStack 
k,k,k,r20000f,3hQd8d4s3c3d3sThJs,100|-100,sturc.martin.1,DeepStack 
f,,,,Kc9cTh4c,50|-50,DeepStack,sturc.martin.1 
r300c,k,cr600f,,Kc5cAs8c5d8h6dQh,-300|300,sturc.martin.1,DeepStack 
f,,,,6d2dJd7h,50|-50,DeepStack,sturc.martin.3 
k,k,k,k,5s4h3d7h3s9h8dAsTs,-100|100,sturc.martin.3,DeepStack 
r300r900f,,,,8hQhQd7c,300|-300,DeepStack,sturc.martin.1 
r300f,,,,4h2cTc9c,-100|100,sturc.martin.1,DeepStack 
k,cr200c,k,k,5sAd5d4s4hKhKdQc7d,-200|200,DeepStack,sturc.martin.1 
r300r900c,r1800c,k,cr4500f,KsQc7h8h8cAdAsAc2s,-1800|1800,DeepStack,sturc.martin.3 
k,cr200r500f,,,4s9sJh5h7s6dAd,200|-200,sturc.martin.1,DeepStack 
f,,,,Qd5h8h2d,50|-50,DeepStack,sturc.martin.1 
k,cr300c,k,k,8c9d8dJd3dTh6hKsQd,-300|300,sturc.martin.1,DeepStack 
k,k,k,k,3h2d9sQd7sTcAhAd2h,100|-100,sturc.martin.3,DeepStack 
r300c,k,k,k,QhTcQs3sKcTh3c2c6s,300|-300,DeepStack,sturc.martin.1 
r300c,cr600c,r1200c,r2400f,8hTc9sKs2c4d9cJc6c,1200|-1200,DeepStack,sturc.martin.3 
r200f,,,,3s9h4dAd,-100|100,sturc.martin.1,DeepStack 
r300c,k,r600f,,8dJcQsJs9c7c4sAh,300|-300,DeepStack,sturc.martin.1 
r300c,cr600c,cr1800c,cr3600c,Kc9dAhAsTcQhKd5c2s,-3600|3600,sturc.martin.3,DeepStack 
r300c,cr600c,cr1200c,k,JhAcQh7cAd5c8cAsQd,1200|-1200,sturc.martin.1,DeepStack 
r300f,,,,Tc5d7d5h,-100|100,DeepStack,sturc.martin.1 
f,,,,Ks7d2d7h,50|-50,sturc.martin.1,DeepStack 
f,,,,5c5d3d7s,50|-50,DeepStack,sturc.martin.1 
r300c,cr900c,cr2700c,k,KsTdAh9dJhTsKh8hJd,2700|-2700,sturc.martin.1,DeepStack 
r300f,,,,2c5hKd6c,-100|100,DeepStack,sturc.martin.3 
r200r700f,,,,AdTcAc2h,200|-200,sturc.martin.3,DeepStack 
r300c,k,k,r900c,2hQh4hKsJcQdJd4s8c,900|-900,DeepStack,sturc.martin.1 
f,,,,Th8d4d6c,50|-50,DeepStack,sturc.martin.3 
f,,,,7d8h2h3d,50|-50,sturc.martin.3,DeepStack 
r300c,cr600f,,,9dTcJd9h5hJh3h,-300|300,DeepStack,sturc.martin.3 
r200c,k,cr600c,cr1800c,Ac8s4cAsQdKc9cAd6h,0|0,sturc.martin.1,DeepStack 
f,,,,AhQh9c2h,50|-50,sturc.martin.3,DeepStack 
r300c,k,k,r600f,TdQc7h6s3cAc8sQd4c,300|-300,DeepStack,sturc.martin.3 
r300c,cr750r1500c,k,cr3000c,4hKhKs2sKd4s2dAc9d,3000|-3000,DeepStack,sturc.martin.1 
cr400f,,,,KdAc5dTs,100|-100,sturc.martin.1,DeepStack 
r300c,cr600f,,,9c4c5h7dQh3s7h,-300|300,DeepStack,sturc.martin.1 
r200c,k,k,cr600f,9s7h9h9d5hQcJd6hQs,-200|200,sturc.martin.1,DeepStack 
r300c,cr600f,,,Ad6c9hQhTh2s9c,-300|300,DeepStack,sturc.martin.1 
r300c,cr600c,k,r1500c,8d6c3sAc6h5s5c7h4h,1500|-1500,sturc.martin.1,DeepStack 
r300f,,,,3h8c8d5d,-100|100,DeepStack,sturc.martin.1 
r200c,cr400c,cr800c,cr2400r20000c,QcJd7sQhJs8s2dQsQd,20000|-20000,sturc.martin.1,DeepStack 
f,,,,3h8s4s3d,50|-50,DeepStack,sturc.martin.1 
r300c,cr600r1200f,,,8cTs9sKd7s4s2d,600|-600,sturc.martin.1,DeepStack 
f,,,,5c6c3sTd,50|-50,DeepStack,sturc.martin.1 
k,k,k,k,8h9cTd6c2sAc2h9sKs,100|-100,sturc.martin.1,DeepStack 
f,,,,Tc5s3d2h,50|-50,DeepStack,sturc.martin.1 
r200c,cr400c,cr1200c,k,6d3d8dJh5d4h6h7h4c,-1200|1200,sturc.martin.1,DeepStack 
r300c,cr600r1200f,,,Ah6hQs6d8h3hQh,600|-600,DeepStack,sturc.martin.1 
k,k,k,r250f,2hTdTc3d9s9hJsJd6d,100|-100,sturc.martin.1,DeepStack 
r300f,,,,Qs3d4s9s,-100|100,DeepStack,sturc.martin.1 
k,k,r200r400c,k,8c9hAs3s5h2s8h3c7c,400|-400,sturc.martin.1,DeepStack 
r300f,,,,4sQc7sJs,-100|100,DeepStack,sturc.martin.1 
r300c,k,k,r900c,QcTs7h7d6cAh6dTdQs,900|-900,sturc.martin.1,DeepStack 
r300f,,,,2h6d6sQc,-100|100,DeepStack,sturc.martin.1 
k,k,r200f,,6s7d2dThQsKs9s8h,100|-100,sturc.martin.1,DeepStack 
r300f,,,,9d2h6dQh,-100|100,DeepStack,sturc.martin.1 
f,,,,5sQc6s2d,50|-50,sturc.martin.1,DeepStack 
r300r900f,,,,Ts8s7dKc,300|-300,DeepStack,sturc.martin.1 
cr400f,,,,Ad2cJs3c,100|-100,sturc.martin.1,DeepStack 
r300f,,,,4c5hAs9d,-100|100,DeepStack,sturc.martin.1 
r300c,cr600f,,,7hKs7d9hJd3dQs,-300|300,sturc.martin.1,DeepStack 
r300c,cr600c,k,r1800f,JhTd9dQhTh2cAd5dTs,600|-600,DeepStack,sturc.martin.1 
r200c,k,cr600f,,KsJcTdQdAs4d7s2d,-200|200,sturc.martin.1,DeepStack 
f,,,,Ah4c9h2s,50|-50,DeepStack,sturc.martin.1 
r300f,,,,4h9s2cAs,-100|100,sturc.martin.1,DeepStack 
r300f,,,,6sJc3cJs,-100|100,DeepStack,sturc.martin.1 
k,k,k,r300f,5d9sTs3hQd5cJd6s9h,100|-100,sturc.martin.1,DeepStack 
r300f,,,,7c4dQd6d,-100|100,DeepStack,sturc.martin.1 
r200c,cr400f,,,8h6s2dTdKs2h9c,-200|200,sturc.martin.1,DeepStack 
f,,,,4h6s2hTc,50|-50,DeepStack,sturc.martin.1 
k,cr200f,,,3cQd7c7hTs2d7d,-100|100,sturc.martin.1,DeepStack 
r300c,k,cr600c,k,3s4s6c8hTcQh4d5sTd,600|-600,DeepStack,sturc.martin.1 
r300c,cr600c,k,cr1200f,As7c8hJs9d3h4c2h6d,-600|600,sturc.martin.1,DeepStack 
f,,,,5c9c3h8s,50|-50,DeepStack,sturc.martin.1 
r200c,k,k,k,4c6h4dAc2h7dJcKh9c,-200|200,sturc.martin.1,DeepStack 
f,,,,Qd6h4c3d,50|-50,DeepStack,sturc.martin.1 
r300f,,,,2s4cAcKc,-100|100,sturc.martin.1,DeepStack 
r300f,,,,6c2sJsTc,-100|100,DeepStack,sturc.martin.1 
r300c,cr900f,,,Ks2c9d6c5d8d9c,-300|300,sturc.martin.1,DeepStack 
f,,,,5sKh3dTd,50|-50,DeepStack,sturc.martin.1 
r300f,,,,5c7sJd9s,-100|100,sturc.martin.1,DeepStack 
r300r900f,,,,QsQcKh7c,300|-300,DeepStack,sturc.martin.1 
r300c,k,r600c,k,QhTc7c7dQcKd9d2dTh,600|-600,sturc.martin.1,DeepStack 
r300f,,,,6h9dKdTc,-100|100,DeepStack,sturc.martin.1 
r200c,cr600c,cr1200c,r3000f,As3cTd4d4c3h5s2hKs,1200|-1200,sturc.martin.1,DeepStack 
f,,,,KdAd3s8h,50|-50,DeepStack,sturc.martin.1 
k,k,k,cr300f,Jd7h6c3sQd8d8sJs9c,-100|100,sturc.martin.1,DeepStack 
r300c,k,k,r600f,3s7sAh4d9dKd2h8h4c,300|-300,DeepStack,sturc.martin.1 
r200c,k,k,k,Qs5s4cAdJs6h8hJd5h,200|-200,sturc.martin.1,DeepStack 
r300r900f,,,,9sKs8sQc,300|-300,DeepStack,sturc.martin.1 
r300f,,,,Jc2h9sAc,-100|100,sturc.martin.1,DeepStack 
r300r900c,r1800c,r3600f,,QcQsQhKd5c5s5h9d,1800|-1800,DeepStack,sturc.martin.1 
f,,,,Ad9d8h2c,50|-50,sturc.martin.1,DeepStack 
r300f,,,,2dQh7c6h,-100|100,DeepStack,sturc.martin.1 
r300f,,,,Td6s6dKs,-100|100,sturc.martin.1,DeepStack 
f,,,,6h2sQc5d,50|-50,DeepStack,sturc.martin.1 
r300c,k,cr900c,cr1800c,Kc9dJsAs9s3h7sAh7h,-1800|1800,sturc.martin.1,DeepStack 
f,,,,QdAc2c4c,50|-50,DeepStack,sturc.martin.1 
k,k,k,k,3h6s6c3d6dJc4sQc7s,0|0,sturc.martin.1,DeepStack 
k,k,cr200f,,6cJh4s8hKc9sTh4d,-100|100,sturc.martin.3,DeepStack 
r300r900r2400c,k,k,k,7h7sKs9cJsJcAdAc8h,-2400|2400,DeepStack,sturc.martin.1 
f,,,,Ts6c7c5d,50|-50,DeepStack,sturc.martin.3 
cr400c,r800f,,,9hAc7d8c2cQs6s,400|-400,sturc.martin.1,DeepStack 
k,cr200f,,,4h7h5d5h4sKdAd,-100|100,sturc.martin.3,DeepStack 
r300f,,,,2h9dJd9h,-100|100,DeepStack,sturc.martin.1 
r300c,k,r600c,k,Jc7c5dAdTc4hQc2h7s,600|-600,sturc.martin.1,DeepStack 
f,,,,3h3d6s9c,50|-50,DeepStack,sturc.martin.3 
r300f,,,,Th5sAsQs,-100|100,DeepStack,sturc.martin.1 
r300f,,,,2c7s4hQc,-100|100,sturc.martin.3,DeepStack 
r200c,k,r400r800c,cr2400c,3cKh8s9sKs5h9d2s3s,-2400|2400,sturc.martin.1,DeepStack 
f,,,,4c2sTh8d,50|-50,DeepStack,sturc.martin.3 
k,cr300f,,,4h8s5d7h2d9s6h,-100|100,sturc.martin.3,DeepStack 
r300c,cr600r1200f,,,5h6d4dKsTs2c3d,600|-600,DeepStack,sturc.martin.1 
r300f,,,,2sQhTd2d,-100|100,DeepStack,sturc.martin.3 
r300c,cr600c,cr1200f,,5c5sJc8d9d6c6dJs,-600|600,sturc.martin.1,DeepStack 
k,cr200c,cr600f,,Kd8dAs5h5c6s5d6h,-200|200,sturc.martin.3,DeepStack 
r300c,r900c,r1800c,k,6sQs8d9d2c2s9sQh6c,1800|-1800,DeepStack,sturc.martin.1 
r300f,,,,5d6sKsJd,-100|100,DeepStack,sturc.martin.3 
k,cr200f,,,3s7s4s5dTcQd9d,-100|100,sturc.martin.1,DeepStack 
r300f,,,,3h7cAcTh,-100|100,sturc.martin.3,DeepStack 
r300f,,,,8c5hAh8d,-100|100,DeepStack,sturc.martin.1 
f,,,,3hQs7d4s,50|-50,DeepStack,sturc.martin.3 
r300r900c,r1800c,cr5400f,,Jc5c7d6d2h4d8cTh,-1800|1800,sturc.martin.1,DeepStack 
r300c,cr900f,,,Ad3sQsQh6c5dTd,-300|300,sturc.martin.3,DeepStack 
r300f,,,,5h8cJdJh,-100|100,DeepStack,sturc.martin.1 
f,,,,QsTd7h3c,50|-50,DeepStack,sturc.martin.3 
k,k,cr300c,k,7cKs4c5d3hKd2sJhQh,300|-300,sturc.martin.1,DeepStack 
cr500f,,,,6d6s3s6h,100|-100,sturc.martin.3,DeepStack 
r300r900f,,,,Td9c6cTc,300|-300,DeepStack,sturc.martin.1 
k,k,k,k,Th5c2cKdTdAcQd6d4h,100|-100,sturc.martin.1,DeepStack 
r300r900f,,,,9d9c6h7s,300|-300,DeepStack,sturc.martin.3 
r300f,,,,6h9sJh8d,-100|100,DeepStack,sturc.martin.1 
cr400c,k,cr1200f,,Ah7h6s8sKsKcQs4h,-400|400,sturc.martin.1,DeepStack 
r300c,k,k,r20000f,Ks9sAs2c9hKdKcKh8d,300|-300,sturc.martin.3,DeepStack 
r300c,k,r600c,k,4h5s2dKh2c4dQs3h5d,600|-600,DeepStack,sturc.martin.1 
r200c,cr400f,,,2dJd6h5s9s6c6d,-200|200,sturc.martin.1,DeepStack 
f,,,,4hTd7h5s,50|-50,DeepStack,sturc.martin.3 
r300c,k,k,cr1500f,4d5h8hJd6dAc5cQh7d,-300|300,sturc.martin.3,DeepStack 
r300r900r2400r20000c,,,,5dAdQcQs2hTcKc5h2c,-20000|20000,DeepStack,sturc.martin.1 
r300c,r600c,k,k,Ts9s8sAhAd8d7dJd2s,600|-600,sturc.martin.1,DeepStack 
r300c,k,k,k,8hJs9hQc9s7d6c5h2d,300|-300,DeepStack,sturc.martin.3 
r300c,k,r600c,r1200r2900r14500c,AcJhJdKs4cJsAh5hJc,14500|-14500,DeepStack,sturc.martin.1 
r300c,k,cr600c,k,TdQh8d7h8h6sAd9c3s,-600|600,sturc.martin.1,DeepStack 
r200c,k,cr400c,k,Kh4sQs6dAdQh9c4h3s,-400|400,sturc.martin.3,DeepStack 
r300f,,,,2d4h2sKd,-100|100,DeepStack,sturc.martin.1 
f,,,,TcAc3s8d,50|-50,sturc.martin.1,DeepStack 
r300f,,,,2hKcQs6c,-100|100,DeepStack,sturc.martin.1 
r300c,k,k,k,4c6cKs8hQh5sAcQsQd,-300|300,sturc.martin.1,DeepStack 
r300f,,,,7dTs5sKh,-100|100,DeepStack,sturc.martin.1 
r300f,,,,4hThAdKh,-100|100,sturc.martin.1,DeepStack 
r300c,k,k,k,8d9sAd7hJs4c4h9cKc,300|-300,DeepStack,sturc.martin.1 
cr400f,,,,As3hTs5c,100|-100,sturc.martin.1,DeepStack 
f,,,,ThTc9c2c,50|-50,DeepStack,sturc.martin.1 
r200c,cr400f,,,3sJsTd4dAd8sAc,-200|200,sturc.martin.1,DeepStack 
f,,,,9h7c4s8d,50|-50,DeepStack,sturc.martin.3 
r300r900f,,,,8c8d9s6h,300|-300,sturc.martin.3,DeepStack 
k,k,r300f,,7dQcJd2dKh7h5c7c,100|-100,DeepStack,sturc.martin.3 
r300r900c,cr1800c,r3600c,k,KdJdTsQs2sAs7dJc9c,3600|-3600,DeepStack,sturc.martin.1 
cr400c,r800r1600c,cr3200f,,Qh3hKsTc4s8sQdJs,-1600|1600,sturc.martin.2,DeepStack 
k,k,k,cr300f,5s7d9c4sQd6h2hTcTd,-100|100,sturc.martin.3,DeepStack 
r200c,cr600f,,,8c7c9cQdTdJdKh,-200|200,sturc.martin.1,DeepStack 
f,,,,QhKd2d4h,50|-50,DeepStack,sturc.martin.2 
r200c,cr400c,k,cr1200c,8c8dTcKc2d7sJd3sTd,-1200|1200,sturc.martin.2,DeepStack 
r300c,k,k,r600f,8h6d4d5dQd4cThJs9c,300|-300,DeepStack,sturc.martin.1 
f,,,,4s3h2dKs,50|-50,DeepStack,sturc.martin.3 
r200r700f,,,,2sAs8dJs,200|-200,sturc.martin.3,DeepStack 
r300f,,,,6c9hQh9s,-100|100,DeepStack,sturc.martin.2 
k,k,r250c,r625r3125f,9h6d5h3hAhJc5s8h2h,-625|625,sturc.martin.1,DeepStack 
f,,,,Kh9c6dQc,50|-50,DeepStack,sturc.martin.3 
f,,,,Qd4c9c3s,50|-50,sturc.martin.2,DeepStack 
r300c,cr600f,,,9c4cQc7c7h5d5h,-300|300,DeepStack,sturc.martin.2 
r300f,,,,Qh5s3sQs,-100|100,sturc.martin.3,DeepStack 
r300f,,,,6d3s2hKc,-100|100,DeepStack,sturc.martin.1 
r200c,k,r400c,r1000c,Js8d9c9s4s7d4h3d7s,-1000|1000,sturc.martin.2,DeepStack 
k,cr200r500f,,,4d3d2h5c6dJdTs,200|-200,sturc.martin.1,DeepStack 
r300c,k,k,cr750r2250c,Js3sKs9cAsAhKc4c3d,-2250|2250,DeepStack,sturc.martin.2 
r300c,cr600f,,,Ts8cJhAc7c2hAd,-300|300,DeepStack,sturc.martin.1 
r300c,k,k,cr900f,3s5sQh4dQd7d2d8hTh,-300|300,sturc.martin.4,DeepStack 
r300f,,,,8d3h5d6c,-100|100,DeepStack,sturc.martin.3 
r300f,,,,Jd5dTdQs,-100|100,sturc.martin.1,DeepStack 
f,,,,4hKd7h4c,50|-50,DeepStack,sturc.martin.4 
r300f,,,,7h4c2s6s,-100|100,sturc.martin.4,DeepStack 
r300c,cr600c,cr1200c,cr2400f,5c2cTsAc5d6dTcKsAh,-1200|1200,DeepStack,sturc.martin.1 
f,,,,Ad9c2s9h,50|-50,sturc.martin.2,DeepStack 
r300c,cr600c,cr1500f,,3cAdKsKh6c4c8c9s,-600|600,DeepStack,sturc.martin.4 
r300c,cr600f,,,As2c9hKs3d6dQc,-300|300,DeepStack,sturc.martin.2 
cr400c,r800c,r2000c,r5000f,AsKsKdJhQc5hAc3s3d,2000|-2000,sturc.martin.2,DeepStack 
r300f,,,,5cJh5d3h,-100|100,sturc.martin.4,DeepStack 
f,,,,5dQc8c3s,50|-50,DeepStack,sturc.martin.4 
r200c,cr400r800f,,,7cAc5s6dKsQc6c,400|-400,sturc.martin.3,DeepStack 
k,cr200f,,,9cTs6h3c2h3sKs,-100|100,sturc.martin.1,DeepStack 
r200c,cr600f,,,4d5d3s5hJd8s5s,-200|200,sturc.martin.4,DeepStack 
r300f,,,,2cTdKh8c,-100|100,DeepStack,sturc.martin.2 
r300c,cr600c,k,k,8d9c6dJhQs5h8cKcAd,600|-600,sturc.martin.2,DeepStack 
f,,,,Qs2h7h3h,50|-50,DeepStack,sturc.martin.1 
cr400f,,,,5h5sKh3s,100|-100,sturc.martin.1,DeepStack 
r200c,k,k,k,Qc2h4cTcJcJs7sJd9c,200|-200,DeepStack,sturc.martin.3 
f,,,,3cJs9d3s,50|-50,DeepStack,sturc.martin.4 
r300f,,,,Jh3d2s2h,-100|100,DeepStack,sturc.martin.1 
