PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
k,cr250f,,,Tc3d7s2c6dJc8h,-100|100,DeepStack,sun.kaishi.1 
r300c,r750c,r1875f,,JdQd3c4c3d6c9hQh,750|-750,sun.kaishi.1,DeepStack 
r300c,cr750c,cr1875c,k,Tc3cKs5d2cJcKd3dAh,-1875|1875,DeepStack,sun.kaishi.1 
r300c,cr600f,,,8c7dJh5cQs3s6c,-300|300,sun.kaishi.1,DeepStack 
r300f,,,,8h5s2hAs,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,3d7s8hQc,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,2c4s5d7c,-100|100,DeepStack,sun.kaishi.1 
f,,,,3dKs2c4h,50|-50,sun.kaishi.1,DeepStack 
r300c,cr750f,,,9dJhKc8c5cAsKd,-300|300,DeepStack,sun.kaishi.1 
r300f,,,,7d6s5sKh,-100|100,sun.kaishi.1,DeepStack 
r300r900f,,,,6s6c4cTs,300|-300,DeepStack,sun.kaishi.1 
k,cr200c,k,k,Kc5d4cJhJdQs6dTs8h,-200|200,sun.kaishi.1,DeepStack 
cr300c,k,r600f,,JsJc3s8s6hAsThAd,300|-300,DeepStack,sun.kaishi.1 
k,k,k,cr500c,6dKs8c9h8hQsKh8d6s,-500|500,sun.kaishi.1,DeepStack 
r300f,,,,Tc3sAhJc,-100|100,DeepStack,sun.kaishi.1 
f,,,,5dAs2d3c,50|-50,sun.kaishi.1,DeepStack 
r300c,cr750f,,,4dAc5h4c5d6d4h,-300|300,DeepStack,sun.kaishi.1 
r300c,k,k,k,QcKh6d6c8cAs4sKdAd,300|-300,sun.kaishi.1,DeepStack 
r300r900r1500c,cr3750f,,,Jc9c8d9d6cQh5d,-1500|1500,DeepStack,sun.kaishi.1 
k,k,cr300c,cr600f,5d4d4sAdAhQs5h6cJs,-300|300,sun.kaishi.1,DeepStack 
r300f,,,,2hTdKd3s,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,5cJh8s8d,-100|100,sun.kaishi.1,DeepStack 
r300c,cr750c,k,r1500f,9s7d5dJh4h7s6d2dTd,750|-750,DeepStack,sun.kaishi.1 
r200f,,,,Ts7d2cKd,-100|100,sun.kaishi.1,DeepStack 
r300c,cr750f,,,7hKs4d3dQs4c3s,-300|300,DeepStack,sun.kaishi.1 
r300f,,,,2c7dJdJc,-100|100,sun.kaishi.1,DeepStack 
r300r900r1500c,cr3750c,k,k,Kd8dAdTd6h8h6dQcTh,-3750|3750,DeepStack,sun.kaishi.1 
r300f,,,,4h6hQsQh,-100|100,sun.kaishi.1,DeepStack 
r300c,k,k,r600f,5c5dAh5h4c8c4d3dQs,300|-300,DeepStack,sun.kaishi.1 
k,r250f,,,TsJsTd4cKd2hQd,100|-100,sun.kaishi.1,DeepStack 
r250r750c,cr1875c,k,k,AsJs8sTd6c7d3hTs2c,-1875|1875,DeepStack,sun.kaishi.1 
r300f,,,,7c6d5h6s,-100|100,sun.kaishi.1,DeepStack 
r250c,cr625f,,,Th7d5c3c8c4c8h,-250|250,DeepStack,sun.kaishi.1 
k,cr300f,,,8c4h5d8hTs2dQd,-100|100,sun.kaishi.1,DeepStack 
r250f,,,,9h5s7s9c,-100|100,DeepStack,sun.kaishi.1 
k,r250r500r1500c,cr3000c,cr9000f,7cJh8cKc9c7hJc5c9d,-3000|3000,sun.kaishi.1,DeepStack 
f,,,,6h8h3c9d,50|-50,DeepStack,sun.kaishi.1 
r300c,k,k,cr600f,KhTh5d8c3d9s4s9c8d,-300|300,sun.kaishi.1,DeepStack 
r300f,,,,6d2h9hQs,-100|100,DeepStack,sun.kaishi.1 
r300c,k,k,cr900f,TcQhKc2h4s8d6sKs9c,-300|300,sun.kaishi.1,DeepStack 
f,,,,3sKc2s9s,50|-50,DeepStack,sun.kaishi.1 
r300f,,,,4hTdTh5h,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,8h4cTc3h,-100|100,DeepStack,sun.kaishi.1 
r300c,cr600f,,,9sJd5d9c6h4d3s,-300|300,sun.kaishi.1,DeepStack 
f,,,,7s7h9s5c,50|-50,DeepStack,sun.kaishi.1 
r300c,r750f,,,AsThAcJsKs6d7d,300|-300,sun.kaishi.1,DeepStack 
r250c,k,r750f,,7c3cTc9h5sAsAh4c,250|-250,DeepStack,sun.kaishi.1 
r200f,,,,Qc4sQh8d,-100|100,sun.kaishi.1,DeepStack 
k,k,k,k,4hAd2hKdJcKcJhTs9s,-100|100,DeepStack,sun.kaishi.1 
k,k,cr200f,,4c9c9dKhAcAsQs6c,-100|100,sun.kaishi.1,DeepStack 
r300c,k,k,r600f,JhQdKsQh4d6d2d8hJs,300|-300,DeepStack,sun.kaishi.1 
k,r250c,k,cr500f,4sKcTsQcKhTd5s8sAs,-250|250,sun.kaishi.1,DeepStack 
r250c,r750c,r1500f,,7hKs5d7d6c5sQs8c,750|-750,DeepStack,sun.kaishi.1 
r300c,k,cr900f,,5d6s9dKd6c3d7hTd,-300|300,sun.kaishi.1,DeepStack 
k,k,k,k,Ah2cJs7h7c6s3cTs8c,-100|100,DeepStack,sun.kaishi.1 
k,cr300c,k,k,5c9cKs6s9dJs8c2hTc,300|-300,sun.kaishi.1,DeepStack 
r300f,,,,Td4h5h6c,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,3s6dKh7c,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,Th6s2s4h,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,Jd2dTcQc,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,2dQhAsJc,-100|100,DeepStack,sun.kaishi.1 
r300c,k,cr600f,,6sJsTs3s5cQs5hKd,-300|300,sun.kaishi.1,DeepStack 
r300f,,,,2s8cJdKs,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,3cQdAh6c,-100|100,sun.kaishi.1,DeepStack 
cr300c,k,k,r600c,AcAsQs5c8hJs9s5h5s,-600|600,DeepStack,sun.kaishi.1 
r300c,k,k,cr900f,Qc9c9h4h8dKd2sAhJd,-300|300,sun.kaishi.1,DeepStack 
cr300f,,,,Kd6d4d8h,100|-100,DeepStack,sun.kaishi.1 
r200f,,,,Qd5hQsKd,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,4d5h6c6d,-100|100,DeepStack,sun.kaishi.1 
cr300f,,,,KdKs3d9h,100|-100,sun.kaishi.1,DeepStack 
cr300c,r600c,k,r1200f,TdTh9s4d4h3hKc2d8d,600|-600,DeepStack,sun.kaishi.1 
k,r250c,r625c,k,7d4c5h6dQh3d6c2hJd,-625|625,sun.kaishi.1,DeepStack 
r300c,cr750f,,,3c3sAhQs4d8h6c,-300|300,DeepStack,sun.kaishi.1 
f,,,,Ts7s7d2s,50|-50,sun.kaishi.1,DeepStack 
r300f,,,,Td6cKc8h,-100|100,DeepStack,sun.kaishi.1 
r300c,k,k,cr600f,2d2sAdKh9hQs9c7dKs,-300|300,sun.kaishi.1,DeepStack 
r300f,,,,Kc4hQc5s,-100|100,DeepStack,sun.kaishi.1 
r200r600f,,,,Kd5sAs2h,200|-200,sun.kaishi.1,DeepStack 
r300c,k,k,k,7sJs8sAd3hQh5d2d6d,-300|300,DeepStack,sun.kaishi.1 
k,r250c,k,k,KsJcTd3h9c9d3c4s9s,-250|250,sun.kaishi.1,DeepStack 
r300c,k,k,k,6dQdTh3hKd4s9s5cAc,300|-300,DeepStack,sun.kaishi.1 
k,r250f,,,3d6dTc9d3s7c5s,100|-100,sun.kaishi.1,DeepStack 
r300c,k,k,cr600f,2cAhKcJh6hTd5s4dKh,-300|300,DeepStack,sun.kaishi.1 
f,,,,7d3c2c8h,50|-50,sun.kaishi.1,DeepStack 
r300r900c,r1800f,,,AcKc8dAdTsJs6c,900|-900,DeepStack,sun.kaishi.1 
k,k,k,k,3s7dKc2c6h7c8h9sKd,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,2hTcJh8c,-100|100,DeepStack,sun.kaishi.1 
k,r250f,,,Jh7d5h7hKsQd9c,100|-100,sun.kaishi.1,DeepStack 
r300r900r1500r4500c,r9000c,r20000f,,AdAhQc9cKd4c5c7d,9000|-9000,DeepStack,sun.kaishi.1 
r300c,r750f,,,Ah5d2d8dAs6dKs,300|-300,sun.kaishi.1,DeepStack 
r300r900f,,,,QdKd7sAh,300|-300,DeepStack,sun.kaishi.1 
r200r600f,,,,JhJcQc7s,200|-200,sun.kaishi.1,DeepStack 
cr300c,r600f,,,KcQs5cThKs4dQc,300|-300,DeepStack,sun.kaishi.1 
r300c,cr900c,cr2700c,k,Ac3dKcAd3hQc5h9s6s,2700|-2700,sun.kaishi.1,DeepStack 
k,k,k,r500f,2s4s5dAhTd8sQd4c2c,100|-100,DeepStack,sun.kaishi.1 
r300f,,,,2h8hKc2d,-100|100,sun.kaishi.1,DeepStack 
r300c,cr750f,,,Qs5s8d8c2h2d3h,-300|300,DeepStack,sun.kaishi.1 
r300c,cr600f,,,8s4sJcAcTh8h3h,-300|300,sun.kaishi.1,DeepStack 
r300f,,,,2c6d5sTh,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,Ks5dJsAc,-100|100,sun.kaishi.1,DeepStack 
k,k,k,k,2hQh2dQc5c7c8sThJs,0|0,DeepStack,sun.kaishi.1 
k,k,k,cr300f,2s4cQcKhKs7h5hKc9c,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,3h4dKh7h,-100|100,DeepStack,sun.kaishi.1 
r200r600c,r1500f,,,3h3dJhQs4h4sKc,600|-600,sun.kaishi.1,DeepStack 
r300f,,,,9s2c3d6s,-100|100,DeepStack,sun.kaishi.1 
k,r250f,,,9sTs2hJcKs3dAs,100|-100,sun.kaishi.2,DeepStack 
r300c,k,k,k,2h3hJc4sQsKhAdKd4h,-300|300,sun.kaishi.1,DeepStack 
r300f,,,,8s2cTc6c,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,Ks4h6d2h,-100|100,DeepStack,sun.kaishi.2 
r300c,k,k,cr900c,Ac4s9s7cKh9h4hKs8d,-900|900,sun.kaishi.2,DeepStack 
r300f,,,,6d9s6cTs,-100|100,sun.kaishi.1,DeepStack 
r300c,k,cr750c,r2250f,4s4dTd5cTcQs3hThQd,750|-750,DeepStack,sun.kaishi.1 
r300r900f,,,,QcKh3sTc,300|-300,DeepStack,sun.kaishi.2 
f,,,,Jh4d8d3h,50|-50,sun.kaishi.2,DeepStack 
r300f,,,,Tc4s9cQh,-100|100,DeepStack,sun.kaishi.2 
r300c,r750f,,,Ad3dKcAc8d4sQd,300|-300,sun.kaishi.1,DeepStack 
r200c,r500r1000c,cr3000f,,ThJh3d3h3s4sJc4c,-1000|1000,sun.kaishi.2,DeepStack 
r300c,k,k,k,7dAc6d8d4sAs3s6sQh,300|-300,DeepStack,sun.kaishi.1 
r300c,r600c,k,k,Kh3h7h4h3cAs2d2c2s,600|-600,DeepStack,sun.kaishi.2 
k,k,k,k,5cQh3hJsKd2c6h4hKs,100|-100,sun.kaishi.1,DeepStack 
r300f,,,,Jd4cKc3h,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,7d4cJh3h,-100|100,sun.kaishi.2,DeepStack 
r300c,cr600c,k,cr1800f,5sAhTs9s7s2d7d5c6d,-600|600,sun.kaishi.1,DeepStack 
r300f,,,,7s5c6s4h,-100|100,DeepStack,sun.kaishi.2 
k,cr300f,,,Qh3sJd2sJcTh6c,-100|100,sun.kaishi.2,DeepStack 
r300r900r1500c,cr3750f,,,4hAhThKhTd7c7h,-1500|1500,DeepStack,sun.kaishi.2 
r300f,,,,Kd3sThKc,-100|100,DeepStack,sun.kaishi.1 
k,cr200f,,,7s5sJhQc9cJs3c,-100|100,sun.kaishi.1,DeepStack 
cr300r900r1500c,r3750c,k,cr7500c,2h2dKcTcKs3dQhQc5s,-7500|7500,sun.kaishi.2,DeepStack 
r300c,k,r600c,k,5h7h4dAdQh7s6s3h3d,600|-600,DeepStack,sun.kaishi.1 
r300f,,,,Kd2sQh5h,-100|100,DeepStack,sun.kaishi.2 
r300c,k,k,k,8s7hAcTc9s4hQs2d8d,300|-300,sun.kaishi.2,DeepStack 
r300c,cr600f,,,5sAhAc6h9d7sQc,-300|300,sun.kaishi.1,DeepStack 
r300f,,,,4h3cJs4s,-100|100,DeepStack,sun.kaishi.2 
r300f,,,,4c6d7hQd,-100|100,DeepStack,sun.kaishi.1 
r200c,r500r1000c,k,k,4s7sJc5s2d8s5h3d8d,-1000|1000,sun.kaishi.2,DeepStack 
r300f,,,,5d9dJd7c,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,8h4cAh2c,-100|100,DeepStack,sun.kaishi.1 
k,k,cr200f,,Kc5c3hTcAcAs6d3c,-100|100,sun.kaishi.1,DeepStack 
cr300f,,,,9d5dTd2c,100|-100,DeepStack,sun.kaishi.2 
k,k,k,cr200f,Tc7hTdQhAsKsQcQsAh,-100|100,sun.kaishi.2,DeepStack 
r300c,cr750c,cr1875f,,Js8d8s4dTs7d5sAd,-750|750,DeepStack,sun.kaishi.1 
r300r900r1500c,cr3750f,,,JhKc5hAh7d4s2h,-1500|1500,DeepStack,sun.kaishi.2 
r300c,cr900f,,,3dKsQsQd5d7cTh,-300|300,sun.kaishi.1,DeepStack 
r200c,r500f,,,Kh6d8s9hKd3cTs,200|-200,sun.kaishi.2,DeepStack 
r300c,k,cr750f,,Jd2d2c3h4cQd6cTc,-300|300,DeepStack,sun.kaishi.1 
r300c,k,k,r900f,8dTh8cQc7sJcAs2h7d,300|-300,DeepStack,sun.kaishi.2 
cr250r750c,k,k,cr2250f,TsQsQcAc2s5d9d7hAh,-750|750,sun.kaishi.1,DeepStack 
r300c,r750f,,,QcTs8s2sTd3s4h,300|-300,sun.kaishi.2,DeepStack 
r300c,cr750f,,,QcJs4hTs7h5h3h,-300|300,DeepStack,sun.kaishi.2 
k,k,r250c,r625f,9c6s9hAd5d6h7h3s6c,250|-250,sun.kaishi.2,DeepStack 
r300f,,,,7s5hQh7d,-100|100,DeepStack,sun.kaishi.1 
r300r900f,,,,JsTh8c3h,300|-300,DeepStack,sun.kaishi.2 
k,cr200f,,,Js3d2d7d5hTsTh,-100|100,sun.kaishi.1,DeepStack 
r300c,r750f,,,7h9h2hQs7c7d8c,300|-300,sun.kaishi.2,DeepStack 
r300r900c,r1800c,r3600c,cr10800c,6s8s7h9c5s2h8d2cJc,10800|-10800,DeepStack,sun.kaishi.1 
r300c,k,cr600f,,Kh4cJh4h8h7d8sJd,-300|300,sun.kaishi.1,DeepStack 
r300r900f,,,,JsQs3dTs,300|-300,DeepStack,sun.kaishi.1 
r300f,,,,Jc4hQd6s,-100|100,DeepStack,sun.kaishi.2 
r300c,r750c,r1875f,,Ad6c8h7c2h5d4dAh,750|-750,sun.kaishi.2,DeepStack 
k,k,r300f,,2hTs8h5s2s9h4sJs,100|-100,sun.kaishi.1,DeepStack 
r300r900r1500c,cr3750c,cr9375f,,3h3d7dAdThTs5d8d,-3750|3750,DeepStack,sun.kaishi.2 
r300f,,,,Jh5sTsKh,-100|100,DeepStack,sun.kaishi.1 
f,,,,5s2c2s5d,50|-50,sun.kaishi.1,DeepStack 
r300f,,,,5c3d7h4s,-100|100,DeepStack,sun.kaishi.1 
k,k,k,cr500f,8s3dKh8hJhTc6cAdQc,-100|100,sun.kaishi.2,DeepStack 
r300c,cr600f,,,2dAdAsKc3hJc9s,-300|300,sun.kaishi.1,DeepStack 
r300c,cr750f,,,5hAsAd4c4dKd8c,-300|300,DeepStack,sun.kaishi.1 
k,r250f,,,9hJc4cTd6h7hJs,100|-100,sun.kaishi.1,DeepStack 
r300f,,,,4d3cTh5s,-100|100,DeepStack,sun.kaishi.2 
r300r900r1800c,k,k,k,8d8sThAh9s3d3cKhJd,1800|-1800,sun.kaishi.2,DeepStack 
r300f,,,,5s3cJhQs,-100|100,DeepStack,sun.kaishi.1 
r200f,,,,3hQhKc6h,-100|100,sun.kaishi.1,DeepStack 
r300c,cr750f,,,Kc8dAdQdQs7cJs,-300|300,DeepStack,sun.kaishi.1 
r300c,r600r1500f,,,Ks6d2c6cQd3s4d,-600|600,DeepStack,sun.kaishi.2 
k,r250f,,,4c7s4h8c3h7c3s,100|-100,sun.kaishi.1,DeepStack 
r300c,r750c,r1875c,cr3750f,TsJcKdAcQh5dAh4s8s,-1875|1875,sun.kaishi.2,DeepStack 
r300c,k,r900f,,4dKd6hAc9sTcTdQd,300|-300,DeepStack,sun.kaishi.1 
r300r900f,,,,JsJd6c4h,300|-300,DeepStack,sun.kaishi.2 
r200c,cr600c,k,r750f,9c4s8d9s5sAsQc2dAc,600|-600,sun.kaishi.1,DeepStack 
k,r250c,r625c,r1875f,5h4c9dAc5sTc5cJc2d,625|-625,sun.kaishi.2,DeepStack 
k,cr250f,,,7d2d7s4c4s8dTs,-100|100,DeepStack,sun.kaishi.2 
r300f,,,,2c5d7s9s,-100|100,sun.kaishi.2,DeepStack 
r300r900c,cr2250f,,,AsKd2hAh6d8h7d,-900|900,DeepStack,sun.kaishi.2 
k,cr250c,cr350c,k,9h6d4d2c5cKs9dJd6h,350|-350,DeepStack,sun.kaishi.1 
r200c,cr400f,,,QsJcKd7sAs3sAh,-200|200,sun.kaishi.2,DeepStack 
r300c,cr900c,cr2250c,k,8dAh4d6s4c8s6c9s3c,-2250|2250,DeepStack,sun.kaishi.2 
k,k,k,cr300f,2h6c5c7h6s4dAc3cTs,-100|100,sun.kaishi.1,DeepStack 
f,,,,Ts5d3s9c,50|-50,sun.kaishi.2,DeepStack 
r300f,,,,Th6d7c9s,-100|100,DeepStack,sun.kaishi.2 
r300f,,,,3h2sTdJh,-100|100,sun.kaishi.2,DeepStack 
r300c,k,r600f,,Ts8d8h2h3dTdJsKs,300|-300,DeepStack,sun.kaishi.2 
r300r900c,r2250f,,,AcKs4s2sThTdKc,900|-900,sun.kaishi.2,DeepStack 
r250r750c,k,r1500f,,8hThJd6cQsQcKc9d,750|-750,DeepStack,sun.kaishi.1 
r300r900f,,,,AdQcKd3h,300|-300,DeepStack,sun.kaishi.2 
r300c,r750c,r1875c,k,Qc9c4dKhTcKs5s3h8c,-1875|1875,sun.kaishi.2,DeepStack 
r300f,,,,Ts4dKcQc,-100|100,DeepStack,sun.kaishi.2 
r300c,k,k,k,2dQdQs9d5s3cKh6s2s,300|-300,sun.kaishi.2,DeepStack 
r300f,,,,2d8dKhJc,-100|100,DeepStack,sun.kaishi.2 
r200r600c,r1500c,k,k,AhJc6s6h7s7cTd4sQc,-1500|1500,sun.kaishi.2,DeepStack 
r300f,,,,7s4dTdQc,-100|100,DeepStack,sun.kaishi.2 
f,,,,4s2h3s2c,50|-50,sun.kaishi.2,DeepStack 
r300f,,,,Tc2s3s3h,-100|100,DeepStack,sun.kaishi.2 
r300r900r1800r2700c,k,k,cr8100c,AdQhJcJd4s4c9c8dJs,-8100|8100,sun.kaishi.1,DeepStack 
k,cr200f,,,2s5s9s4dKh7d9c,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,6h3sJs8c,-100|100,DeepStack,sun.kaishi.2 
r300c,k,r600f,,Jd5d5cAc6d7s8h8s,300|-300,DeepStack,sun.kaishi.1 
r200r600f,,,,9d8s5hQd,200|-200,sun.kaishi.2,DeepStack 
r300r900c,r1800f,,,KhKdQc6sTdKs3s,900|-900,DeepStack,sun.kaishi.2 
r300c,cr900f,,,8dAs6h7dThQsTd,-300|300,sun.kaishi.1,DeepStack 
r300f,,,,Tc3d4c6s,-100|100,DeepStack,sun.kaishi.1 
k,cr200f,,,TcKsAh8c7c4c7d,-100|100,sun.kaishi.2,DeepStack 
r300c,cr900f,,,Kd8dAhQhAd5cTc,-300|300,sun.kaishi.1,DeepStack 
r300r900f,,,,QhKc5hTd,300|-300,DeepStack,sun.kaishi.2 
r300c,k,r600f,,5c6d3sQh4dJd7d8c,300|-300,DeepStack,sun.kaishi.1 
k,cr200f,,,6s7dJs3dKh4dKd,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,5dTs9sKh,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,9s2dKcJd,-100|100,DeepStack,sun.kaishi.2 
r300f,,,,5s9d2h6d,-100|100,DeepStack,sun.kaishi.1 
k,cr200f,,,8c3cAs2sQsTd6d,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,3h5d4h5c,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,Kd4h5c8c,-100|100,DeepStack,sun.kaishi.1 
r300f,,,,9h2d7dQs,-100|100,DeepStack,sun.kaishi.2 
r200r600f,,,,9sKhQd6c,200|-200,sun.kaishi.2,DeepStack 
k,r300f,,,QsJh2cKdTc9s8h,100|-100,sun.kaishi.1,DeepStack 
k,k,k,k,5h2s9c2dAcQh5sTsKh,100|-100,DeepStack,sun.kaishi.2 
r300c,cr750f,,,9s7dAhJc4d4hAd,-300|300,DeepStack,sun.kaishi.1 
r200c,r600c,k,cr1800f,9h8dThTdAcTsJh2h5c,-600|600,sun.kaishi.1,DeepStack 
r300c,k,k,cr900f,6c7dAs8c7c5s9cJc5h,-300|300,sun.kaishi.2,DeepStack 
k,k,cr300c,cr900f,8h4s2cAhQsAs8cAcTh,-300|300,DeepStack,sun.kaishi.1 
r300c,cr750f,,,Jd5dTsKd7cAsTc,-300|300,DeepStack,sun.kaishi.2 
r200f,,,,4s6dJs9s,-100|100,sun.kaishi.1,DeepStack 
r200r600r1800f,,,,Jc9s5cAc,-600|600,sun.kaishi.2,DeepStack 
r300c,cr900c,cr2700c,cr20000f,9dTcAdAh3h7dTd4d6d,-2700|2700,DeepStack,sun.kaishi.1 
r300r900r1500c,cr3750f,,,5s5dAdKhQhTs2d,-1500|1500,DeepStack,sun.kaishi.2 
k,k,cr200f,,Qs2hAs8c8h4cTc8s,-100|100,sun.kaishi.1,DeepStack 
r200f,,,,3sTsQs5h,-100|100,sun.kaishi.2,DeepStack 
r300r900c,r1800f,,,Kc8cQh9h7dAd2c,900|-900,DeepStack,sun.kaishi.2 
r300r900f,,,,JcKh3sAh,300|-300,sun.kaishi.2,DeepStack 
cr300r900f,,,,7s9c7c4s,-300|300,DeepStack,sun.kaishi.1 
k,cr250r500f,,,2s5c2dQd5h9dJs,250|-250,DeepStack,sun.kaishi.2 
r300c,k,r750c,cr3750c,QcKs8h7hKhAc2d9h2s,3750|-3750,sun.kaishi.1,DeepStack 
r300f,,,,6d9s9d7c,-100|100,sun.kaishi.2,DeepStack 
r300r900c,r1800f,,,7h8h4sKsQc7c5s,900|-900,DeepStack,sun.kaishi.2 
r300c,k,cr600f,,9d7hQcQh8c3sAsQd,-300|300,sun.kaishi.2,DeepStack 
r300c,k,k,k,Ks6d6sQc2h3h3d7c5s,300|-300,DeepStack,sun.kaishi.1 
r300r900c,r1800c,cr4500r9000f,,TsJs8sJcJd3hKc5h,4500|-4500,DeepStack,sun.kaishi.2 
r200c,k,k,cr400f,7h9c8h8c3dQh2hJsQs,-200|200,sun.kaishi.1,DeepStack 
r200c,cr600f,,,9sJh6s7sThAs5s,-200|200,sun.kaishi.2,DeepStack 
r300f,,,,3dKh8hAd,-100|100,DeepStack,sun.kaishi.2 
f,,,,Td9c5h4d,50|-50,DeepStack,sun.kaishi.1 
r200f,,,,6sJdKh5h,-100|100,sun.kaishi.2,DeepStack 
r300c,r750f,,,9s8hQh3sAh9cKd,300|-300,sun.kaishi.1,DeepStack 
k,cr250c,k,k,2c8c7s4cTc7d3cQhQc,250|-250,DeepStack,sun.kaishi.2 
r300f,,,,7s4h8hTh,-100|100,DeepStack,sun.kaishi.1 
k,k,k,cr300c,7h3c7sJs4cThTd3d8h,300|-300,sun.kaishi.1,DeepStack 
r300f,,,,Ac7hKc8s,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,3h7d8dQc,-100|100,DeepStack,sun.kaishi.2 
r300f,,,,2sJd5c4d,-100|100,DeepStack,sun.kaishi.1 
k,cr200f,,,7c8dJs2h5cJhKc,-100|100,sun.kaishi.1,DeepStack 
k,k,k,k,6dQhJh4c9cTcKd7s6h,100|-100,DeepStack,sun.kaishi.1 
r300f,,,,Qs5dKsQc,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,Kd3c3h9h,-100|100,sun.kaishi.1,DeepStack 
r300c,k,k,k,6cAhJc4s5hKhKc3dQc,300|-300,DeepStack,sun.kaishi.2 
k,k,k,r200c,Js4s6cAh7dKd3s5h6s,200|-200,DeepStack,sun.kaishi.1 
r300f,,,,Qh4cKs9h,-100|100,sun.kaishi.2,DeepStack 
r300r900r1500r3000c,cr7500c,k,k,QsQh5c6c2s5sAsJc2h,7500|-7500,DeepStack,sun.kaishi.2 
k,cr300f,,,8d2hKs4h7hJh6h,-100|100,sun.kaishi.1,DeepStack 
r300c,r750f,,,7d5d9c2cKcJdAd,300|-300,sun.kaishi.2,DeepStack 
r300c,k,k,k,Qc8s5d7c9h9sThTdAh,0|0,DeepStack,sun.kaishi.1 
f,,,,9hJc3c6s,50|-50,DeepStack,sun.kaishi.2 
r200f,,,,2c8hQsKc,-100|100,sun.kaishi.2,DeepStack 
r200r600c,r1500f,,,AcAsKc8s2d3c4d,600|-600,sun.kaishi.1,DeepStack 
r300r900c,r1800c,k,k,QdKhQcKd2d4h7d5c3h,0|0,DeepStack,sun.kaishi.2 
r300f,,,,3s4cKdQd,-100|100,DeepStack,sun.kaishi.1 
f,,,,2dKh2c6s,50|-50,sun.kaishi.1,DeepStack 
k,k,k,cr300f,7c4cJc5cJsQd7s9sQc,-100|100,sun.kaishi.2,DeepStack 
r300r900f,,,,QcAc4s9s,300|-300,DeepStack,sun.kaishi.1 
r200c,k,k,cr400c,7h8sAh6d4d7cKc2cAd,-400|400,sun.kaishi.1,DeepStack 
r250f,,,,5h2c2dAs,-100|100,DeepStack,sun.kaishi.2 
k,k,r250f,,7sKcKd2d7h5c6h3h,100|-100,sun.kaishi.2,DeepStack 
cr300c,r900f,,,9hAd7h6sKsJhQh,300|-300,DeepStack,sun.kaishi.1 
r300c,cr750f,,,2s2c9h6dQd8c7s,-300|300,DeepStack,sun.kaishi.2 
k,cr200f,,,9dTh8d9c4sAcKc,-100|100,sun.kaishi.1,DeepStack 
r200f,,,,Jh6s4sKh,-100|100,sun.kaishi.2,DeepStack 
r300c,k,cr750c,k,4cAh6h8hAcQc5hJhQd,750|-750,DeepStack,sun.kaishi.2 
r300r900f,,,,ThTc2hKd,300|-300,DeepStack,sun.kaishi.1 
r300r900c,k,k,k,TsAdQcAs3d5d6cJh5c,-900|900,sun.kaishi.2,DeepStack 
r200r600f,,,,AdAs3dAc,200|-200,sun.kaishi.1,DeepStack 
cr300c,r900f,,,QhJdQs5d9hAcTs,300|-300,DeepStack,sun.kaishi.1 
r300f,,,,5h8c5dJd,-100|100,DeepStack,sun.kaishi.2 
k,cr200f,,,Kd9sJh2s2h4dJd,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,2d6c9sJs,-100|100,sun.kaishi.1,DeepStack 
r300f,,,,Qs5dQcAc,-100|100,DeepStack,sun.kaishi.2 
r300f,,,,Ts4c7s9d,-100|100,sun.kaishi.2,DeepStack 
r300r900r1500c,cr3750f,,,9hAh8c8h4sKcJd,-1500|1500,DeepStack,sun.kaishi.2 
r300f,,,,Qd4cAcTc,-100|100,DeepStack,sun.kaishi.1 
k,k,r250c,k,7s2cAc4d3hJs6c5d9d,-250|250,sun.kaishi.1,DeepStack 
f,,,,3cTd2s6d,50|-50,sun.kaishi.2,DeepStack 
r250f,,,,4h8c7d6h,-100|100,DeepStack,sun.kaishi.2 
r300f,,,,5d9sKcQh,-100|100,sun.kaishi.2,DeepStack 
r300f,,,,Ts7cAc6s,-100|100,DeepStack,sun.kaishi.2 
r300f,,,,Qh4cKdJc,-100|100,DeepStack,sun.kaishi.1 
