PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
r200r1000f,,,,JsJh2sAc,200|-200,parlavecchio.antonio.4,DeepStack 
r500f,,,,2h6h4c9c,-100|100,DeepStack,parlavecchio.antonio.4 
r300r1500f,,,,Ac8c4sQc,300|-300,parlavecchio.antonio.4,DeepStack 
r300r900c,r1800r5400f,,,KhAs8cKsTsTh6c,-1800|1800,DeepStack,parlavecchio.antonio.4 
r300r1500f,,,,KdThJc3c,300|-300,parlavecchio.antonio.4,DeepStack 
cr300r1500f,,,,Kd3d2h7d,-300|300,DeepStack,parlavecchio.antonio.4 
r300c,r900c,r2700c,cr8100c,3dQs5hKdQdTd6dAd7d,-8100|8100,parlavecchio.antonio.4,DeepStack 
r500r1500c,cr4500f,,,7d7h2dKsAd2sTh,-1500|1500,DeepStack,parlavecchio.antonio.4 
cr500f,,,,Qh5cAd2s,100|-100,parlavecchio.antonio.4,DeepStack 
r500f,,,,8dTs8cTc,-100|100,DeepStack,parlavecchio.antonio.4 
r300c,k,k,r900f,2dQc8dKdAd6d3s7s7h,300|-300,parlavecchio.antonio.4,DeepStack 
r300r900c,r1800c,cr2700c,cr3600c,7c7sTs7d6dQcTh2s6c,-3600|3600,DeepStack,parlavecchio.antonio.4 
k,k,k,r300c,Tc2d8h4dKs3dAh2s4c,-300|300,parlavecchio.antonio.4,DeepStack 
r500f,,,,6c8h9d2c,-100|100,DeepStack,parlavecchio.antonio.4 
cr500f,,,,6dTh4c9h,100|-100,parlavecchio.antonio.4,DeepStack 
r500f,,,,7dTdTc9c,-100|100,DeepStack,parlavecchio.antonio.4 
cr500c,r1500f,,,4cJc9d8sKhKd7s,500|-500,parlavecchio.antonio.4,DeepStack 
r300r900c,cr2700f,,,9cAcJc8d5d4d4h,-900|900,DeepStack,parlavecchio.antonio.4 
r300c,k,r900c,r2700f,Ah3dJdJcTd6cQdKd5h,900|-900,parlavecchio.antonio.4,DeepStack 
r500c,cr1500c,cr3750c,cr4650c,JhTs5s5c6hJs2h6c6d,4650|-4650,DeepStack,parlavecchio.antonio.4 
f,,,,Ad6d8h3s,50|-50,parlavecchio.antonio.4,DeepStack 
r300f,,,,3h8sTd5c,-100|100,DeepStack,parlavecchio.antonio.4 
r300c,r900f,,,9cTd6hQh4dKs9d,300|-300,parlavecchio.antonio.4,DeepStack 
r300c,cr900f,,,4s7s2s8c6hQdAd,-300|300,DeepStack,parlavecchio.antonio.4 
r300c,r900c,r2700c,cr8100c,4hQcAsKc5dJsTs8dQs,-8100|8100,parlavecchio.antonio.4,DeepStack 
r500r1500r4500r20000c,,,,AcAhQdAdJsQh4d4s9c,20000|-20000,DeepStack,parlavecchio.antonio.4 
k,r300c,r900c,k,2c7d8d4h6sTh8s4sKh,-900|900,parlavecchio.antonio.4,DeepStack 
r200r600c,r1200r2400f,,,8hJh4d5d4h3dTd,-1200|1200,DeepStack,parlavecchio.antonio.4 
r300f,,,,Ks4c6h9s,-100|100,parlavecchio.antonio.4,DeepStack 
r200c,cr500f,,,2c9cTh8hTc3hQd,-200|200,DeepStack,parlavecchio.antonio.4 
cr300c,k,cr600f,,QdAs8s6d8d6s9c5d,-300|300,parlavecchio.antonio.4,DeepStack 
f,,,,Qh4c2c7d,50|-50,DeepStack,parlavecchio.antonio.4 
r200c,k,r500c,r1000c,Kd8cTcTh3dKh7h5hJc,1000|-1000,parlavecchio.antonio.4,DeepStack 
r200c,k,r400f,,3d4s8c4cQdJdTdKd,200|-200,DeepStack,parlavecchio.antonio.4 
r200c,k,r500f,,2hAs5cQh7cAd8dKc,200|-200,parlavecchio.antonio.4,DeepStack 
r200c,cr500c,cr1250c,k,3cQsAs7cKs3d7s9sQd,1250|-1250,DeepStack,parlavecchio.antonio.4 
k,k,k,cr300f,8h7dQs9dAc3c4s9cAs,-100|100,parlavecchio.antonio.4,DeepStack 
r200c,k,cr400f,,Qc5d4s3h2s9h7h6s,-200|200,DeepStack,parlavecchio.antonio.4 
r300c,k,r600c,k,6h5sTd6sAs5hTh2hQd,-600|600,parlavecchio.antonio.4,DeepStack 
r300f,,,,6d2cAdJd,-100|100,DeepStack,parlavecchio.antonio.4 
cr300c,k,r750c,k,TcAdTh9sKcKsQsTs6d,750|-750,parlavecchio.antonio.4,DeepStack 
r300r900f,,,,TdQdKh8s,300|-300,DeepStack,parlavecchio.antonio.4 
r300c,cr600r900f,,,2cJc3d5d2h2sKs,600|-600,parlavecchio.antonio.4,DeepStack 
r200r600c,r1800c,r5400f,,AcQd9sJs3d8cQsKd,1800|-1800,DeepStack,parlavecchio.antonio.4 
r300c,k,k,r900f,JsTd8hAh9s8s7sJh5c,300|-300,parlavecchio.antonio.4,DeepStack 
r200c,cr500r1000f,,,Qh4h7sJc2h2dKh,500|-500,DeepStack,parlavecchio.antonio.4 
r200f,,,,8d2sTcQs,-100|100,parlavecchio.antonio.4,DeepStack 
r250c,cr625c,k,cr1562c,9cQhAh7d9hTd6cKhAd,-1562|1562,DeepStack,parlavecchio.antonio.4 
r200c,k,cr600c,r1200f,8c7h3hJhKc9d4cTc9c,600|-600,parlavecchio.antonio.4,DeepStack 
r200c,k,k,r400f,3cQh2c9cKc4s6dKd3d,200|-200,DeepStack,parlavecchio.antonio.4 
r300r750f,,,,JhTh6cKd,300|-300,parlavecchio.antonio.4,DeepStack 
r300f,,,,4sKcQc9c,-100|100,DeepStack,parlavecchio.antonio.4 
r300f,,,,3c2c2sAs,-100|100,parlavecchio.antonio.4,DeepStack 
r300f,,,,Kh4cJdTh,-100|100,DeepStack,parlavecchio.antonio.4 
r200c,k,k,k,2h5hKdJs7d6d5dTcAc,200|-200,parlavecchio.antonio.4,DeepStack 
r200c,r400c,k,r800r2400f,3cTc5c7s6d2h2c9d8c,-800|800,DeepStack,parlavecchio.antonio.4 
r200r600c,r1200f,,,AcQd6s5hTd8sQs,600|-600,parlavecchio.antonio.4,DeepStack 
r200f,,,,9s3d2dKd,-100|100,DeepStack,parlavecchio.antonio.4 
k,k,cr300f,,8d3h2hTdAc4c6hAs,-100|100,parlavecchio.antonio.4,DeepStack 
r300c,cr750f,,,2sJsAsJdTs6c4h,-300|300,DeepStack,parlavecchio.antonio.4 
k,k,k,cr200f,3s9c7h4cTd7d2s5c2h,-100|100,parlavecchio.antonio.4,DeepStack 
f,,,,Ac3cJd2s,50|-50,DeepStack,parlavecchio.antonio.4 
r300f,,,,2c8c8s2s,-100|100,parlavecchio.antonio.4,DeepStack 
r250f,,,,9d5c8hQc,-100|100,DeepStack,parlavecchio.antonio.4 
f,,,,6d5h2h8s,50|-50,parlavecchio.antonio.4,DeepStack 
f,,,,9s5sJc3h,50|-50,DeepStack,parlavecchio.antonio.4 
r200c,cr400c,k,k,KhTcQdTs3d9sJhJcAd,400|-400,parlavecchio.antonio.4,DeepStack 
r250c,cr625c,cr1562f,,ThKd2cAs3dAd5s2h,-625|625,DeepStack,parlavecchio.antonio.4 
k,cr300f,,,Kd8d3hJs6c5cJc,-100|100,parlavecchio.antonio.4,DeepStack 
r200c,k,r400f,,6cKd5hQhKhJc9d2c,200|-200,DeepStack,parlavecchio.antonio.4 
r200c,k,r600c,k,9sTsJdTc5c5hJcThAs,-600|600,parlavecchio.antonio.4,DeepStack 
r250c,k,k,k,Qs7hTs9s3h4cKs8hKc,250|-250,DeepStack,parlavecchio.antonio.4 
k,cr300f,,,4s3dKdKc2c2dTh,-100|100,parlavecchio.antonio.4,DeepStack 
f,,,,5d8c2d7d,50|-50,DeepStack,parlavecchio.antonio.4 
f,,,,4c8s7d3c,50|-50,parlavecchio.antonio.4,DeepStack 
r250f,,,,8s3dKs7s,-100|100,DeepStack,parlavecchio.antonio.4 
r300c,cr900f,,,Ah6cAsKc3cJcTs,-300|300,parlavecchio.antonio.4,DeepStack 
r200c,cr400c,cr800f,,QhTsJs7h9d7c3c5s,-400|400,DeepStack,parlavecchio.antonio.4 
f,,,,9d3s2s3h,50|-50,parlavecchio.antonio.4,DeepStack 
r250r750f,,,,QsQdAc2d,250|-250,DeepStack,parlavecchio.antonio.4 
f,,,,Kh3s2d7c,50|-50,parlavecchio.antonio.4,DeepStack 
r200c,k,k,k,6sAh7d9d4c3cQsKc2c,200|-200,DeepStack,parlavecchio.antonio.4 
r300f,,,,Js6d2cAd,-100|100,parlavecchio.antonio.4,DeepStack 
f,,,,As7s8s2h,50|-50,DeepStack,parlavecchio.antonio.4 
f,,,,5c9c2c4s,50|-50,parlavecchio.antonio.4,DeepStack 
r200c,cr500c,r1000c,r2000c,TdQc2sAcAh9dTs5cAs,-2000|2000,DeepStack,parlavecchio.antonio.4 
f,,,,Qh6d3d8c,50|-50,parlavecchio.antonio.4,DeepStack 
f,,,,6cQh8c3d,50|-50,DeepStack,parlavecchio.antonio.4 
r200c,cr600f,,,6cKdJh9h8c5hQc,-200|200,parlavecchio.antonio.4,DeepStack 
r200r600c,r1200r1800c,k,cr5400r20000c,8d7d8s7c7h4dKsQc7s,0|0,DeepStack,parlavecchio.antonio.4 
cr250f,,,,Jh9cJc3s,100|-100,parlavecchio.antonio.4,DeepStack 
r250c,k,k,r500f,9h6dTc7c5h5d3hJs9s,250|-250,DeepStack,parlavecchio.antonio.4 
cr250f,,,,8hAs2dQc,100|-100,parlavecchio.antonio.4,DeepStack 
r200c,k,r400f,,6d3dQs2s8dJc4hKd,200|-200,DeepStack,parlavecchio.antonio.4 
r300f,,,,Ks3h4h7d,-100|100,parlavecchio.antonio.4,DeepStack 
r200c,cr500f,,,Jd5h6cKh8h7dKs,-200|200,DeepStack,parlavecchio.antonio.4 
r200f,,,,4sQhAh8h,-100|100,parlavecchio.antonio.4,DeepStack 
r250c,k,r750f,,As4cJcQd5c2d2s4h,250|-250,DeepStack,parlavecchio.antonio.4 
k,r250f,,,8sQdAc5hQsTsTh,100|-100,parlavecchio.antonio.4,DeepStack 
r250c,cr625c,cr1562c,k,6sQdQs7s3c5hQcKsTd,-1562|1562,DeepStack,parlavecchio.antonio.4 
f,,,,2cAs2s4c,50|-50,parlavecchio.antonio.4,DeepStack 
f,,,,KsQd2d3d,50|-50,DeepStack,parlavecchio.antonio.4 
r300f,,,,2hTcAd5s,-100|100,parlavecchio.antonio.4,DeepStack 
r200f,,,,3h6d9d6s,-100|100,DeepStack,parlavecchio.antonio.4 
k,cr200f,,,Kc8h3sTcTdJh6h,-100|100,parlavecchio.antonio.4,DeepStack 
r250r750c,cr1875c,k,r20000f,AdKhQdKs2d5hJhAsAc,1875|-1875,DeepStack,parlavecchio.antonio.4 
f,,,,QcAs2s9d,50|-50,parlavecchio.antonio.4,DeepStack 
r250f,,,,3d6s8d9d,-100|100,DeepStack,parlavecchio.antonio.4 
k,k,k,k,7c6d5hJhQsAc9cJdKs,-100|100,parlavecchio.antonio.4,DeepStack 
f,,,,KcThJc3d,50|-50,DeepStack,parlavecchio.antonio.4 
r200c,cr400c,cr1200c,k,8h7hKhQh5h4cJs9c3h,-1200|1200,parlavecchio.antonio.4,DeepStack 
f,,,,Qs6sJd2h,50|-50,DeepStack,parlavecchio.antonio.4 
f,,,,9c2c3h2s,50|-50,parlavecchio.antonio.4,DeepStack 
r250r750c,r1500f,,,QhQs8sJd2cAcAd,750|-750,DeepStack,parlavecchio.antonio.4 
r300f,,,,4dJh2dKc,-100|100,parlavecchio.antonio.4,DeepStack 
r250r750c,r20000f,,,QhQsJh9d7dJs5c,750|-750,DeepStack,parlavecchio.antonio.4 
r200r600f,,,,TdQdAd3c,200|-200,parlavecchio.antonio.4,DeepStack 
f,,,,7h6dQs4d,50|-50,DeepStack,parlavecchio.antonio.4 
r300c,k,k,r750c,Td9cTh2hQc4s6dTc5h,750|-750,parlavecchio.antonio.4,DeepStack 
r200c,cr500f,,,Qd4s3hTh9c2d3c,-200|200,DeepStack,parlavecchio.antonio.4 
r300c,cr900r1800c,r3600c,r7200f,JhTc8d5d6cJs4d4sJc,3600|-3600,DeepStack,parlavecchio.antonio.3 
cr500f,,,,KdJs6s3c,100|-100,parlavecchio.antonio.3,DeepStack 
r300f,,,,Jd2h2sAc,-100|100,DeepStack,parlavecchio.antonio.3 
r200r1000f,,,,Tc6cKs5c,200|-200,parlavecchio.antonio.3,DeepStack 
f,,,,Ah5h7d3h,50|-50,DeepStack,parlavecchio.antonio.3 
cr500f,,,,Qs8sQd2c,100|-100,parlavecchio.antonio.3,DeepStack 
r300c,cr900f,,,6dKs5cAhJcQcQs,-300|300,DeepStack,parlavecchio.antonio.3 
r300c,cr600r900c,r2250f,,Kc4c9sKh9c4h4sAs,900|-900,parlavecchio.antonio.3,DeepStack 
cr300c,cr900c,k,k,KdQh7h9c6c3sAdTc9h,-900|900,DeepStack,parlavecchio.antonio.3 
cr500f,,,,QcKcTh5d,100|-100,parlavecchio.antonio.3,DeepStack 
cr300c,cr900f,,,AcQc6d3h6sTs4s,-300|300,DeepStack,parlavecchio.antonio.3 
cr300c,r900f,,,5dJsTc8h7c4cQd,300|-300,parlavecchio.antonio.3,DeepStack 
r300c,r600r900c,cr2700c,k,9sKc9dJd3sTh9cQd5h,2700|-2700,DeepStack,parlavecchio.antonio.3 
r200r1000f,,,,3s5sKd4h,200|-200,parlavecchio.antonio.3,DeepStack 
f,,,,7hTc9c2h,50|-50,DeepStack,parlavecchio.antonio.3 
r300r900r20000c,,,,JsJdAsKdAc2c6sTc4h,-20000|20000,parlavecchio.antonio.3,DeepStack 
k,cr300f,,,2sKcTc5dJs5cJd,-100|100,DeepStack,parlavecchio.antonio.3 
r300c,cr900f,,,5h6dAdKcAcJsQs,-300|300,parlavecchio.antonio.3,DeepStack 
f,,,,6dAcJs4c,50|-50,DeepStack,parlavecchio.antonio.3 
f,,,,9h9s3s7h,50|-50,parlavecchio.antonio.3,DeepStack 
r300f,,,,9c4h7sKh,-100|100,DeepStack,parlavecchio.antonio.3 
r200c,r600c,k,r1800r3600f,8h6sJsKh3c4dKdQcKc,-1800|1800,parlavecchio.antonio.3,DeepStack 
f,,,,4c8sJc2d,50|-50,DeepStack,parlavecchio.antonio.3 
f,,,,7d4d2d3h,50|-50,parlavecchio.antonio.3,DeepStack 
r300r900c,r1800c,cr4500f,,9hTc6cAd3c9dAs2c,-1800|1800,DeepStack,parlavecchio.antonio.3 
cr500f,,,,Tc4c6h3c,100|-100,parlavecchio.antonio.3,DeepStack 
r300r900c,r1800c,k,r5400f,AsTh5s8h2c9h7h9sQd,1800|-1800,DeepStack,parlavecchio.antonio.3 
r300c,cr600c,cr1800f,,3sAdAs2d9s4hKdTs,-600|600,parlavecchio.antonio.3,DeepStack 
f,,,,9d9c3d8c,50|-50,DeepStack,parlavecchio.antonio.3 
cr500f,,,,TcAs3hTs,100|-100,parlavecchio.antonio.4,DeepStack 
cr300c,cr900c,k,r1800f,TcKh2s7d8sKdTd3h4c,900|-900,DeepStack,parlavecchio.antonio.4 
cr500f,,,,6sAs5c4d,100|-100,parlavecchio.antonio.4,DeepStack 
r300c,cr900f,,,ThQd8cQh5h5d7s,-300|300,DeepStack,parlavecchio.antonio.4 
cr300c,r900c,r2700r8100f,,Ac7h2c6c4c3s6h4h,-2700|2700,parlavecchio.antonio.4,DeepStack 
r300f,,,,5cQhTh8c,-100|100,DeepStack,parlavecchio.antonio.4 
r300c,k,r900f,,Js3d5cAh2h7dQs8s,300|-300,parlavecchio.antonio.4,DeepStack 
r300r900c,r1800c,r3600f,,AcJs4cTc8s6s2cQs,1800|-1800,DeepStack,parlavecchio.antonio.4 
r300r900f,,,,As7h8d5c,300|-300,parlavecchio.antonio.4,DeepStack 
r300f,,,,3d7s2h2d,-100|100,DeepStack,parlavecchio.antonio.4 
r300c,r900f,,,Jc2cAd3sJhTh9h,300|-300,parlavecchio.antonio.4,DeepStack 
r300f,,,,2dTsAhAd,-100|100,DeepStack,parlavecchio.antonio.4 
r300r900c,r2700f,,,7hAcTd4d8s2h3s,900|-900,parlavecchio.antonio.4,DeepStack 
r200f,,,,4d8c4s9h,-100|100,DeepStack,parlavecchio.antonio.4 
cr500f,,,,3h3cTd4c,100|-100,parlavecchio.antonio.4,DeepStack 
k,k,k,cr300c,5hAcJh3s5c7cKdTh9s,300|-300,DeepStack,parlavecchio.antonio.4 
r300r1500f,,,,Ac4h8s7h,300|-300,parlavecchio.antonio.4,DeepStack 
cr300c,cr900f,,,JdKd5s9d5c2h7h,-300|300,DeepStack,parlavecchio.antonio.4 
cr500f,,,,9cJd3h6d,100|-100,parlavecchio.antonio.4,DeepStack 
f,,,,4c6c2s9c,50|-50,DeepStack,parlavecchio.antonio.4 
cr500f,,,,Ac5h4c7d,100|-100,parlavecchio.antonio.4,DeepStack 
r200c,cr600f,,,8h7s5d2dKhKs2c,-200|200,DeepStack,parlavecchio.antonio.4 
cr500f,,,,2h2sKs6d,100|-100,parlavecchio.antonio.4,DeepStack 
r300f,,,,5s3cAc2d,-100|100,DeepStack,parlavecchio.antonio.4 
f,,,,9cTd2c9h,50|-50,parlavecchio.antonio.4,DeepStack 
r300f,,,,6cJhAcKs,-100|100,DeepStack,parlavecchio.antonio.4 
r300c,k,r900f,,5d6dKcJsTd5h4h3s,300|-300,parlavecchio.antonio.4,DeepStack 
r200c,k,r600f,,Th7hQd8h6c9h2c3c,200|-200,DeepStack,parlavecchio.antonio.4 
r300c,r900f,,,TcQsQc5h7h9s9c,300|-300,parlavecchio.antonio.4,DeepStack 
r200c,cr600c,cr1800c,cr5400r20000f,8c7d3dQh9s2cTdAs6d,5400|-5400,DeepStack,parlavecchio.antonio.4 
cr300c,r900f,,,2c9s6sQc8c9h4d,300|-300,parlavecchio.antonio.4,DeepStack 
r500f,,,,4c5h3h3d,-100|100,DeepStack,parlavecchio.antonio.4 
cr500f,,,,Tc4c9h3d,100|-100,parlavecchio.antonio.4,DeepStack 
r200r600c,r1200r1800f,,,KsAc5s7cJd7h5d,-1200|1200,DeepStack,parlavecchio.antonio.4 
cr500f,,,,Ah5c5h3s,100|-100,parlavecchio.antonio.4,DeepStack 
r300f,,,,Td4cQc6c,-100|100,DeepStack,parlavecchio.antonio.4 
f,,,,Js5s7c3d,50|-50,parlavecchio.antonio.4,DeepStack 
r300f,,,,2cKsJd7d,-100|100,DeepStack,parlavecchio.antonio.4 
r300c,r900f,,,4sQdJsKd5d7c4h,300|-300,parlavecchio.antonio.4,DeepStack 
r300f,,,,3h6sJh7s,-100|100,DeepStack,parlavecchio.antonio.4 
cr500f,,,,AhKh3d6c,100|-100,parlavecchio.antonio.4,DeepStack 
r300c,k,r900r2700c,k,Qh8dTs6c2d8h4c5d6s,2700|-2700,DeepStack,parlavecchio.antonio.4 
f,,,,Qh3c4h2s,50|-50,parlavecchio.antonio.4,DeepStack 
r300f,,,,Th5d2d6c,-100|100,DeepStack,parlavecchio.antonio.4 
r300c,r900c,r2700f,,6h3s7dAc6c4h2h5h,900|-900,parlavecchio.antonio.4,DeepStack 
cr300c,r600f,,,Jc5c2c8h4h6dKc,300|-300,DeepStack,parlavecchio.antonio.4 
r300r900c,r2700r5400c,k,k,8d2dQcAs7sAh8h3s3h,-5400|5400,parlavecchio.antonio.4,DeepStack 
r300f,,,,9d2cQh8h,-100|100,DeepStack,parlavecchio.antonio.4 
cr500f,,,,9sQhJh6s,100|-100,parlavecchio.antonio.4,DeepStack 
r300c,cr900c,k,r2700c,2dQd7h3sTsQs9d4d7d,2700|-2700,DeepStack,parlavecchio.antonio.4 
r200r600c,r1800c,r5400f,,8dJcQhJs2cJdKd6d,1800|-1800,parlavecchio.antonio.4,DeepStack 
r300f,,,,2d7h8cKd,-100|100,DeepStack,parlavecchio.antonio.4 
r200c,k,r600c,k,Ks3h3dAs5d7h4sAc3s,-600|600,parlavecchio.antonio.4,DeepStack 
r200r600r1800f,,,,8cKc7h4s,-600|600,DeepStack,parlavecchio.antonio.4 
r300c,r900r2700c,r8100c,k,5s2hAcJh6s4cJs8h8d,-8100|8100,parlavecchio.antonio.4,DeepStack 
r300c,r600c,k,cr1500r4500c,AcThTd6d3hAdAs6c7h,4500|-4500,DeepStack,parlavecchio.antonio.4 
r300c,r900f,,,8cJdQd5sJc4cKd,300|-300,parlavecchio.antonio.4,DeepStack 
r200c,cr600f,,,Qh9s9h4d4h6h7s,-200|200,DeepStack,parlavecchio.antonio.4 
r200c,r600c,cr1800f,,3s8d3c5sKs4dAsKc,-600|600,parlavecchio.antonio.4,DeepStack 
r300f,,,,3hQc4c5c,-100|100,DeepStack,parlavecchio.antonio.4 
r200c,k,r600r1800f,,8sJcAhJd9h6sAcKh,-600|600,parlavecchio.antonio.4,DeepStack 
r300f,,,,7cQhQs8c,-100|100,DeepStack,parlavecchio.antonio.4 
r300c,r900r1800c,r4500r20000c,,Ks5dKh4c4hKd2s9c9s,20000|-20000,parlavecchio.antonio.4,DeepStack 
r300f,,,,6c2hKsAd,-100|100,DeepStack,parlavecchio.antonio.4 
cr300r900c,k,k,r2700f,8sJcAdTdQc5h5s6c3d,900|-900,parlavecchio.antonio.4,DeepStack 
r200c,k,cr600c,k,2h9h6c2d9d3hQsKd4d,600|-600,DeepStack,parlavecchio.antonio.4 
r200r1000f,,,,6d4dJh8s,200|-200,parlavecchio.antonio.4,DeepStack 
r500f,,,,7dAc4d5c,-100|100,DeepStack,parlavecchio.antonio.4 
cr300f,,,,Jh7d9h5d,100|-100,parlavecchio.antonio.4,DeepStack 
r500f,,,,3c8h6c6s,-100|100,DeepStack,parlavecchio.antonio.4 
r300c,k,k,r750c,6s2cJdJh9hKh2sAdKd,-750|750,parlavecchio.antonio.4,DeepStack 
r300c,cr900c,cr2700c,cr6750c,7d8cJcKs8s5c2dKd6h,-6750|6750,DeepStack,parlavecchio.antonio.4 
r200r1000f,,,,2dAd7sAc,200|-200,parlavecchio.antonio.4,DeepStack 
r300r900c,r1800c,cr3600c,cr9000c,KhAh6c9d3d2s6s6hKd,-9000|9000,DeepStack,parlavecchio.antonio.4 
r300c,k,k,k,3cKdKc9d2hTs5d7c2c,-300|300,parlavecchio.antonio.4,DeepStack 
r300r900c,r20000c,,,3hAh9sQdQcTc3dAsJh,20000|-20000,DeepStack,parlavecchio.antonio.4 
k,r200f,,,9s4d3h5sQd7dAh,100|-100,parlavecchio.antonio.4,DeepStack 
r300c,cr900c,k,k,5d4cKs2dAd7s4hTd5c,900|-900,DeepStack,parlavecchio.antonio.4 
r200r1000c,r3000f,,,7sJh6d6c7c4hQh,1000|-1000,parlavecchio.antonio.4,DeepStack 
r300f,,,,5c8hAs6s,-100|100,DeepStack,parlavecchio.antonio.4 
r300c,r900f,,,2d8dAs7h8c4dQh,300|-300,parlavecchio.antonio.4,DeepStack 
r300r900c,k,cr2250f,,QhAc3s4s5s2d8d4d,-900|900,DeepStack,parlavecchio.antonio.4 
r200f,,,,9c4dJc6d,-100|100,DeepStack,parlavecchio.antonio.2 
cr300c,r900c,r2700f,,KcAcAd2d9d2c8c3s,900|-900,parlavecchio.antonio.2,DeepStack 
r300f,,,,3s5hKhQc,-100|100,DeepStack,parlavecchio.antonio.2 
r300c,r900c,k,cr2700c,TsKdJc9c4c2hQh7hKh,2700|-2700,parlavecchio.antonio.2,DeepStack 
r300f,,,,9d3c8h2h,-100|100,DeepStack,parlavecchio.antonio.2 
r300c,k,r750f,,5h9h4sJc8cQh2h9s,300|-300,parlavecchio.antonio.2,DeepStack 
r300r600c,cr1800f,,,JhTdJsKsAs4s2d,-600|600,DeepStack,parlavecchio.antonio.2 
r200c,r600f,,,6dQhQd6s7hJd2d,200|-200,parlavecchio.antonio.2,DeepStack 
r250c,cr750f,,,Kh6d5s2d8c9d2s,-250|250,DeepStack,parlavecchio.antonio.2 
cr500f,,,,AhKh9s5h,100|-100,parlavecchio.antonio.2,DeepStack 
r300c,cr750c,cr2250r4500c,cr9000f,2cAdAhQhTdAsQd5hKd,-4500|4500,DeepStack,parlavecchio.antonio.2 
cr300f,,,,Kc3cTc5s,100|-100,parlavecchio.antonio.2,DeepStack 
r300c,cr900f,,,4sQsKhAd5h9d8s,-300|300,DeepStack,parlavecchio.antonio.2 
r300c,cr600c,r1800f,,9d7s3h6h7dQdThJd,600|-600,parlavecchio.antonio.2,DeepStack 
r300f,,,,6cTd4h6s,-100|100,DeepStack,parlavecchio.antonio.2 
r300c,r900f,,,6hAh6dKs5h9cTh,300|-300,parlavecchio.antonio.2,DeepStack 
r300r900c,k,k,k,KdAsAhQs2d9d8c7s5c,900|-900,DeepStack,parlavecchio.antonio.2 
k,r300f,,,6h4dKd3hTd8s6s,100|-100,parlavecchio.antonio.2,DeepStack 
r300f,,,,Jh2d5c7s,-100|100,DeepStack,parlavecchio.antonio.2 
f,,,,3h4s3s9c,50|-50,parlavecchio.antonio.2,DeepStack 
r300c,cr900f,,,8sKh7h5s4cQsAd,-300|300,DeepStack,parlavecchio.antonio.2 
k,r300c,r900f,,Kc4s8h4d5s2s6hJd,300|-300,parlavecchio.antonio.2,DeepStack 
f,,,,KcJh3h9s,50|-50,DeepStack,parlavecchio.antonio.2 
k,k,cr200c,r600f,2sTdTh6hQd8d7s6c5d,200|-200,parlavecchio.antonio.2,DeepStack 
r300r900c,cr2250f,,,9s7sQhJsQc5c2d,-900|900,DeepStack,parlavecchio.antonio.2 
r300c,cr600f,,,5h3sQsTd7sJhJd,-300|300,parlavecchio.antonio.2,DeepStack 
r300r900c,r1800c,cr5400f,,JdAd7s6s2h9d3s9c,-1800|1800,DeepStack,parlavecchio.antonio.2 
cr500c,cr1500c,k,r3000f,7d8cTdKsQc4s7s6d3h,1500|-1500,parlavecchio.antonio.2,DeepStack 
r300c,cr750f,,,JdTc5s8s4d8cAs,-300|300,DeepStack,parlavecchio.antonio.2 
r300c,cr900c,k,r2700f,TsKd7hJd4h5d8h5h4d,900|-900,parlavecchio.antonio.2,DeepStack 
r300c,k,k,r600c,7hTc2dAc5hTh9h4sJd,600|-600,DeepStack,parlavecchio.antonio.2 
cr500r1500c,cr3000f,,,TcJdAs8hKc2h4c,-1500|1500,parlavecchio.antonio.2,DeepStack 
cr300c,k,cr400c,r800f,6h6cQd5hJcKc8cAcKh,400|-400,DeepStack,parlavecchio.antonio.2 
r200r1000r3000c,k,k,cr9000c,5c4cKsTh9hAcQd4d7s,9000|-9000,parlavecchio.antonio.2,DeepStack 
r300r900c,r1800c,r3600c,k,Ad8dQc3cAsQhJc7d9c,3600|-3600,DeepStack,parlavecchio.antonio.2 
r300r900f,,,,QsQcJs4h,300|-300,parlavecchio.antonio.2,DeepStack 
r200r20000f,,,,AcKh7s5c,200|-200,DeepStack,parlavecchio.antonio.2 
k,r200c,r500c,r1000f,4hTsQs5sKhJcKsTcKd,500|-500,parlavecchio.antonio.2,DeepStack 
r200c,cr600f,,,Ad6d8h7cQh3s7s,-200|200,DeepStack,parlavecchio.antonio.2 
k,k,r300c,cr900c,3hTdAs4dQd8h4hTs9h,900|-900,parlavecchio.antonio.2,DeepStack 
r300c,cr900f,,,Tc3c4dTd3d5hAs,-300|300,DeepStack,parlavecchio.antonio.2 
r300c,cr900f,,,9s3hJcKsJhJdAs,-300|300,parlavecchio.antonio.2,DeepStack 
r300f,,,,Kh5sQc9c,-100|100,DeepStack,parlavecchio.antonio.2 
cr300c,r750c,r1875c,r5625f,9cQdTcQhKcJsTh4h3d,1875|-1875,parlavecchio.antonio.2,DeepStack 
r200c,cr600f,,,Ks8hAsAd4c2h5s,-200|200,DeepStack,parlavecchio.antonio.2 
r200r1000f,,,,KhTcJd8h,200|-200,parlavecchio.antonio.2,DeepStack 
f,,,,5sKc2c8h,50|-50,DeepStack,parlavecchio.antonio.2 
k,cr200c,k,r600f,Qd7s5c3hTs8sAd4h6c,200|-200,parlavecchio.antonio.2,DeepStack 
