PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
f,,,,2d6s6h9c,50|-50,DeepStack,sethi.muskan.4 
r300c,r750f,,,8s3s8d6c2dJh3h,300|-300,sethi.muskan.4,DeepStack 
r200f,,,,5cKhKcTc,-100|100,sethi.muskan.1,DeepStack 
f,,,,6c9dTc4c,50|-50,DeepStack,sethi.muskan.1 
f,,,,6dQc3s4h,50|-50,DeepStack,sethi.muskan.4 
r300c,k,k,cr900c,7hThTsKs5s9c9h5cTc,-900|900,sethi.muskan.1,DeepStack 
k,r300c,r900c,k,9s7cAc9h8cQc6h9cJs,-900|900,sethi.muskan.4,DeepStack 
f,,,,Kc6dQh3s,50|-50,DeepStack,sethi.muskan.4 
r300f,,,,2h3cQc9c,-100|100,DeepStack,sethi.muskan.1 
r300f,,,,8d5c2c6c,-100|100,sethi.muskan.4,DeepStack 
r200c,k,r400f,,Td9hAsKs3cTc6c2h,200|-200,DeepStack,sethi.muskan.4 
r300f,,,,Qd3c7dKs,-100|100,sethi.muskan.1,DeepStack 
cr300c,k,r900f,,5c6cAd9s8c9cQs3h,300|-300,DeepStack,sethi.muskan.1 
r300c,cr900f,,,KsJh6c9s7s8c5c,-300|300,sethi.muskan.1,DeepStack 
r300f,,,,6dQc6s6h,-100|100,sethi.muskan.4,DeepStack 
r300r900c,cr2700c,cr8100f,,8h8d6sAdAc3c7s9h,-2700|2700,DeepStack,sethi.muskan.4 
r300f,,,,8h3d3hKh,-100|100,DeepStack,sethi.muskan.1 
r300f,,,,Th3s7c7s,-100|100,sethi.muskan.4,DeepStack 
f,,,,7cQh3c9s,50|-50,sethi.muskan.1,DeepStack 
f,,,,6sKs7d2h,50|-50,DeepStack,sethi.muskan.1 
f,,,,5h3h9h2s,50|-50,DeepStack,sethi.muskan.4 
r300f,,,,2h6c8hKc,-100|100,sethi.muskan.1,DeepStack 
k,r300c,r900c,k,5s7d4c4h5h8s2d6cQs,900|-900,sethi.muskan.4,DeepStack 
f,,,,3h4h9d6s,50|-50,DeepStack,sethi.muskan.1 
f,,,,Td7d3s2c,50|-50,sethi.muskan.1,DeepStack 
f,,,,6s3sJd8c,50|-50,DeepStack,sethi.muskan.4 
r300c,r900c,r4500f,,KcTs6c6sJs3sKs8s,900|-900,sethi.muskan.4,DeepStack 
f,,,,6c4h2h4s,50|-50,DeepStack,sethi.muskan.1 
r250f,,,,4d8cAs5c,-100|100,DeepStack,sethi.muskan.4 
r300c,cr600c,r1500c,k,8s4d9hTcJd8c5sThJh,-1500|1500,sethi.muskan.1,DeepStack 
r300c,k,r750f,,Th3h5d3dKc9c4hTs,300|-300,sethi.muskan.4,DeepStack 
r300c,k,r600f,,3hAsJdKs9s6c8h7h,300|-300,DeepStack,sethi.muskan.1 
r200r600f,,,,5s8sTs4s,200|-200,DeepStack,sethi.muskan.4 
r300f,,,,9d4s4dJd,-100|100,sethi.muskan.4,DeepStack 
f,,,,TdQh8s5h,50|-50,DeepStack,sethi.muskan.4 
r300r900r2700c,r13500r20000c,,,Qc9cAc4sJc5h4c4h2s,-20000|20000,sethi.muskan.1,DeepStack 
f,,,,7cTc8h3d,50|-50,sethi.muskan.4,DeepStack 
f,,,,6d2d3dTh,50|-50,DeepStack,sethi.muskan.4 
r200r600f,,,,Kc6h8sJh,200|-200,sethi.muskan.4,DeepStack 
f,,,,6sJh7dQh,50|-50,DeepStack,sethi.muskan.4 
cr300f,,,,Ks7h2cJs,100|-100,sethi.muskan.4,DeepStack 
r300f,,,,2h6cAh2c,-100|100,DeepStack,sethi.muskan.4 
r300c,k,cr600f,,Jd9d8cAsTs3cAc5h,-300|300,sethi.muskan.4,DeepStack 
f,,,,4d3cTs5h,50|-50,DeepStack,sethi.muskan.4 
r200f,,,,Jh7dTh8s,-100|100,sethi.muskan.4,DeepStack 
r250f,,,,2h9s8hQh,-100|100,DeepStack,sethi.muskan.4 
r300r900f,,,,4cAh5cKh,300|-300,sethi.muskan.4,DeepStack 
r250f,,,,3c6dQd5d,-100|100,DeepStack,sethi.muskan.4 
k,cr300c,cr900f,,2s5c8cQc5s9c4cJs,-300|300,sethi.muskan.4,DeepStack 
r200c,k,r600c,r1800r3000f,8s3sAh4dJh2hQh7h7d,-1800|1800,DeepStack,sethi.muskan.4 
k,cr200f,,,4cJd4hJh5h3dAs,-100|100,sethi.muskan.4,DeepStack 
r300r500c,r1500f,,,Kh8h4h6c5dQc6d,500|-500,sethi.muskan.4,DeepStack 
f,,,,Ah5c4dTh,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,2sJhKc7s,-100|100,sethi.muskan.1,DeepStack 
r300f,,,,7h5sThJs,-100|100,DeepStack,sethi.muskan.4 
r300f,,,,2h8s2cAc,-100|100,DeepStack,sethi.muskan.1 
k,r300c,k,k,7d8s6hJc6sAc7cAh4s,300|-300,sethi.muskan.4,DeepStack 
r300f,,,,Tc2hAh7s,-100|100,sethi.muskan.1,DeepStack 
r500f,,,,Qs3d9sKs,-100|100,DeepStack,sethi.muskan.1 
f,,,,8h2s3cTc,50|-50,DeepStack,sethi.muskan.4 
r300f,,,,9cTd5s6c,-100|100,sethi.muskan.1,DeepStack 
r300f,,,,8s7c3d5s,-100|100,sethi.muskan.4,DeepStack 
f,,,,6d8hJh3s,50|-50,DeepStack,sethi.muskan.1 
f,,,,Qd3h7s9d,50|-50,DeepStack,sethi.muskan.4 
r300f,,,,7d4sAsQs,-100|100,sethi.muskan.1,DeepStack 
r300r900f,,,,7s7d6s2s,300|-300,sethi.muskan.4,DeepStack 
r300c,cr900c,k,r1800f,Qc9sJd5dQdTsTc5c3d,900|-900,DeepStack,sethi.muskan.4 
r250r750c,r1500f,,,AdKd5s9sJc7dJd,750|-750,DeepStack,sethi.muskan.1 
r300r900f,,,,Ah9s5h6d,300|-300,sethi.muskan.4,DeepStack 
r300c,r900c,cr1800f,,9h3hKcTd4cJd3c8c,-900|900,sethi.muskan.1,DeepStack 
f,,,,3hAc5hQd,50|-50,DeepStack,sethi.muskan.4 
r300r900c,r2700f,,,KdAs5h3hJcJh7c,900|-900,sethi.muskan.4,DeepStack 
r200c,cr600c,k,cr1800c,8c9d8d3d9c8h7c4s6h,1800|-1800,DeepStack,sethi.muskan.4 
r200r600c,r1200r3600c,cr10800r20000c,,7s6sAh9s8h3s9c5cAc,20000|-20000,DeepStack,sethi.muskan.1 
r300f,,,,8c2hQsJd,-100|100,sethi.muskan.4,DeepStack 
r300r900f,,,,2s2c3dAs,300|-300,sethi.muskan.1,DeepStack 
f,,,,7sKhQc3c,50|-50,DeepStack,sethi.muskan.4 
r300c,r600f,,,9cJsKh5h8sAh8d,300|-300,DeepStack,sethi.muskan.1 
r200c,cr400f,,,6s5sTh8sQd7hTd,-200|200,sethi.muskan.4,DeepStack 
r300r900f,,,,QcAh2hAc,300|-300,sethi.muskan.1,DeepStack 
f,,,,Ah4hQd9c,50|-50,DeepStack,sethi.muskan.4 
r300c,k,r900f,,Kc2cQd9sKs8d2h6s,300|-300,sethi.muskan.4,DeepStack 
r300f,,,,Qc4s4h3s,-100|100,DeepStack,sethi.muskan.1 
k,k,r300f,,2cTdTsKd8sQh4c7s,100|-100,sethi.muskan.1,DeepStack 
r300r900c,r1800f,,,Tc9h9dKh8c7dQh,900|-900,DeepStack,sethi.muskan.4 
cr300c,r900f,,,JhQs4c3hQhJd2d,300|-300,sethi.muskan.4,DeepStack 
r300f,,,,6h3s5h7s,-100|100,DeepStack,sethi.muskan.1 
r300r900f,,,,TcKc5c8h,300|-300,DeepStack,sethi.muskan.4 
r300r900f,,,,Js9h7h5s,300|-300,sethi.muskan.1,DeepStack 
cr300c,r900c,k,k,Qh8h5h8cAdTc5c6dTd,-900|900,sethi.muskan.4,DeepStack 
f,,,,8hJc5hJs,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,4dThJh9d,-100|100,DeepStack,sethi.muskan.4 
k,r300c,r900c,r2700c,6c9dTdKd8c6sThAc4h,-2700|2700,sethi.muskan.1,DeepStack 
r200r600c,k,r1800c,r9000f,9dKsThTsAh7d7c3d9c,1800|-1800,sethi.muskan.4,DeepStack 
r300f,,,,6s4d5cTc,-100|100,DeepStack,sethi.muskan.4 
cr300r900r20000f,,,,KhJh8d6d,900|-900,sethi.muskan.4,DeepStack 
f,,,,Jc2s9s4c,50|-50,DeepStack,sethi.muskan.1 
cr500f,,,,JhKd8d5s,100|-100,sethi.muskan.1,DeepStack 
f,,,,7s3sKc4s,50|-50,DeepStack,sethi.muskan.4 
k,r300r600f,,,TdKc8hTsAc9c8s,-300|300,sethi.muskan.4,DeepStack 
r300c,k,cr900c,k,6cAhTh8sAcKs2c3cTd,900|-900,DeepStack,sethi.muskan.1 
r300c,cr900f,,,Ac2dJsQd7d3d4c,-300|300,DeepStack,sethi.muskan.4 
r300f,,,,Td6h4c7s,-100|100,sethi.muskan.4,DeepStack 
cr300f,,,,4sAs3d6c,100|-100,sethi.muskan.1,DeepStack 
r300c,cr900c,cr4500c,k,Ac2hAs8cKdQsAhTc6h,0|0,DeepStack,sethi.muskan.4 
r300f,,,,Th2dTsJh,-100|100,DeepStack,sethi.muskan.1 
r300f,,,,8h5dAc2s,-100|100,sethi.muskan.4,DeepStack 
r200f,,,,6hTcTdQh,-100|100,sethi.muskan.1,DeepStack 
f,,,,9h4d8h5c,50|-50,DeepStack,sethi.muskan.4 
r300c,cr1500f,,,5d4dQcKc7c8sQd,-300|300,DeepStack,sethi.muskan.1 
k,r300f,,,6hQcAs2h5h7d9h,100|-100,sethi.muskan.4,DeepStack 
f,,,,3d9s4c5s,50|-50,DeepStack,sethi.muskan.4 
r300f,,,,4s9cJcQc,-100|100,sethi.muskan.1,DeepStack 
r300c,cr600f,,,Qd5sAc2d6s3hJh,-300|300,sethi.muskan.4,DeepStack 
r300r900c,r1800c,r5400c,r20000f,2c2h4s6s2dKh6dJc3c,5400|-5400,DeepStack,sethi.muskan.1 
f,,,,Kd6c3d9s,50|-50,DeepStack,sethi.muskan.4 
f,,,,Jc4h7s3d,50|-50,sethi.muskan.4,DeepStack 
f,,,,3cJh2s5d,50|-50,DeepStack,sethi.muskan.4 
r300f,,,,2h4s7h7d,-100|100,sethi.muskan.4,DeepStack 
r300c,k,cr900c,cr2700c,5dJdKdQcJcAs8h6hTd,-2700|2700,sethi.muskan.1,DeepStack 
r300c,cr900c,k,r1800c,3c5c5h5s7c6hAs8s7s,-1800|1800,DeepStack,sethi.muskan.4 
cr300f,,,,AcQc4s8h,100|-100,sethi.muskan.4,DeepStack 
f,,,,ThAh7c6d,50|-50,DeepStack,sethi.muskan.1 
f,,,,Jd2c8sJc,50|-50,DeepStack,sethi.muskan.4 
k,k,cr200c,cr400f,9d6c5cAh4sAs9hJhTs,-200|200,sethi.muskan.1,DeepStack 
r300r900f,,,,QhAcJs4d,300|-300,sethi.muskan.4,DeepStack 
f,,,,9sJh7c9d,50|-50,DeepStack,sethi.muskan.4 
k,cr300r900f,,,AhAdQh3d6dJsTd,300|-300,sethi.muskan.4,DeepStack 
f,,,,Jd4d5h8s,50|-50,DeepStack,sethi.muskan.4 
r200f,,,,3c7h9d9c,-100|100,sethi.muskan.4,DeepStack 
r300c,k,k,k,8hAc7s8sQd9d3sKcTd,300|-300,DeepStack,sethi.muskan.1 
cr300c,cr900r1800r5400f,,,ThAs3s2s3h7s4s,-1800|1800,DeepStack,sethi.muskan.4 
r300c,cr600f,,,Qh8sQc2c4cTh5d,-300|300,sethi.muskan.4,DeepStack 
r300f,,,,5d2sQc4c,-100|100,sethi.muskan.1,DeepStack 
f,,,,Qh5c7s3c,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,2sQh7dAh,-100|100,DeepStack,sethi.muskan.4 
r300r900f,,,,7c7s2dAc,300|-300,sethi.muskan.1,DeepStack 
r300c,k,r900c,r4500f,5s8sKdTc3sAdTs2s3d,900|-900,sethi.muskan.4,DeepStack 
f,,,,7s5h4dTc,50|-50,DeepStack,sethi.muskan.1 
r300f,,,,4cJcJs5c,-100|100,sethi.muskan.1,DeepStack 
r300c,cr900f,,,9hAs7h2h8c5s6c,-300|300,DeepStack,sethi.muskan.4 
k,k,r200f,,Qh4hTcKs5d3c2c2s,100|-100,DeepStack,sethi.muskan.1 
k,cr200r600f,,,4h8dQh5s8s4cJs,200|-200,sethi.muskan.4,DeepStack 
r300f,,,,2c6hKd9h,-100|100,sethi.muskan.1,DeepStack 
f,,,,6d2s2h6c,50|-50,DeepStack,sethi.muskan.1 
f,,,,JdKd2d7c,50|-50,sethi.muskan.1,DeepStack 
r300f,,,,4dTcJd3d,-100|100,DeepStack,sethi.muskan.1 
f,,,,8h4c2c5h,50|-50,DeepStack,sethi.muskan.4 
r300c,r900f,,,6cAh2s9s4c6s5h,300|-300,sethi.muskan.4,DeepStack 
r300f,,,,7c8dKhAc,-100|100,sethi.muskan.1,DeepStack 
f,,,,8hKh4dJd,50|-50,DeepStack,sethi.muskan.1 
f,,,,7c9hQc5c,50|-50,DeepStack,sethi.muskan.4 
k,cr200f,,,9d4dQs3dAs7d7c,-100|100,sethi.muskan.1,DeepStack 
r300f,,,,3cKhQc7s,-100|100,sethi.muskan.4,DeepStack 
r250c,cr750c,cr2250f,,Jd8s3d6dAdTd7c5h,-750|750,DeepStack,sethi.muskan.1 
r300f,,,,Td8sAdAc,-100|100,sethi.muskan.1,DeepStack 
r300r900r2250c,cr5625c,cr16875r20000c,,KcTc5s5c6sKsJdJcKd,20000|-20000,DeepStack,sethi.muskan.1 
r200f,,,,3c4sQc6s,-100|100,sethi.muskan.1,DeepStack 
f,,,,8c6s3h8s,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,4dQcTs2s,-100|100,sethi.muskan.1,DeepStack 
f,,,,AhJc3d4c,50|-50,DeepStack,sethi.muskan.1 
f,,,,Qs5c3d8s,50|-50,sethi.muskan.1,DeepStack 
r200c,cr1000f,,,Ks3dAcJd7dJc7s,-200|200,DeepStack,sethi.muskan.1 
r200f,,,,Jc3s6s8c,-100|100,sethi.muskan.1,DeepStack 
r300c,cr750c,k,r1500f,Ts3s2c2h4s9s7d9cQh,750|-750,DeepStack,sethi.muskan.1 
r300c,r900c,r2250f,,2d9d7sKh9s7dJh4s,900|-900,sethi.muskan.1,DeepStack 
r300f,,,,3sQh4s5c,-100|100,DeepStack,sethi.muskan.1 
r200f,,,,2dJcAh5c,-100|100,sethi.muskan.1,DeepStack 
r300c,k,k,k,3s2s8dJc2h3d6s7s3c,300|-300,DeepStack,sethi.muskan.1 
r300r900f,,,,Tc9d3s4h,300|-300,sethi.muskan.1,DeepStack 
r300r600c,cr1800c,cr9000f,,3cAc6s2s6c4h5h3d,-1800|1800,DeepStack,sethi.muskan.1 
r300f,,,,2c3s9hKd,-100|100,sethi.muskan.1,DeepStack 
f,,,,7cAhJd7s,50|-50,DeepStack,sethi.muskan.1 
r300r750c,r2250c,cr4500f,,Kd7h8sJd2s8c3c9h,-2250|2250,sethi.muskan.1,DeepStack 
f,,,,Js7d9s6d,50|-50,DeepStack,sethi.muskan.1 
r300r900c,r2250c,k,cr4500f,4s2sAd9d4dQdKcTsQs,-2250|2250,sethi.muskan.1,DeepStack 
r250r750r2250r20000f,,,,4sAs8sKh,2250|-2250,DeepStack,sethi.muskan.1 
r200f,,,,9c2h9hJh,-100|100,sethi.muskan.1,DeepStack 
r300r900c,r1800f,,,4h4sQhTs7hKc2d,900|-900,DeepStack,sethi.muskan.1 
cr300f,,,,Jc6c9s4h,100|-100,sethi.muskan.1,DeepStack 
f,,,,9hAh7s3c,50|-50,DeepStack,sethi.muskan.1 
r300r900c,r2700f,,,TsJsQdAsJh8s2h,900|-900,sethi.muskan.1,DeepStack 
f,,,,Kd5c7cKs,50|-50,DeepStack,sethi.muskan.1 
r300c,cr600f,,,9c7dKhAd8hKs2d,-300|300,sethi.muskan.1,DeepStack 
f,,,,5hJd6h3c,50|-50,DeepStack,sethi.muskan.1 
r200c,cr400f,,,4h8h3d5sKc2sQd,-200|200,sethi.muskan.1,DeepStack 
r250c,k,cr750c,k,7dQd6hKh9h3d9d6cQh,750|-750,DeepStack,sethi.muskan.1 
cr250f,,,,8c6d9s3d,100|-100,sethi.muskan.1,DeepStack 
r300c,cr900c,r1800c,cr5400c,7h9s6d9d6h8sQh5h7s,0|0,DeepStack,sethi.muskan.1 
r300r900c,r2700f,,,3h3cQd9d2hJh7d,900|-900,sethi.muskan.1,DeepStack 
r300c,cr900c,k,r1800f,Jh8cKh5c4d7h9d3cTs,900|-900,DeepStack,sethi.muskan.1 
r300r750f,,,,6d5d3cQd,300|-300,sethi.muskan.1,DeepStack 
f,,,,Jh4c8d6s,50|-50,DeepStack,sethi.muskan.1 
r300r900c,k,r2700f,,Ad8s6c6d2h5cAh5s,900|-900,sethi.muskan.1,DeepStack 
f,,,,Jd5s2s5d,50|-50,DeepStack,sethi.muskan.1 
k,r300r900c,cr1800f,,Jh2s6d5d2d7c8dTd,-900|900,sethi.muskan.1,DeepStack 
f,,,,Tc2d6hQd,50|-50,DeepStack,sethi.muskan.1 
k,k,k,k,6cJs2dThKs5c9sKcAs,100|-100,sethi.muskan.1,DeepStack 
f,,,,8h5h5d8s,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,3h8s9sTd,-100|100,sethi.muskan.1,DeepStack 
f,,,,2hKdTh6c,50|-50,DeepStack,sethi.muskan.1 
r300r900c,r2700c,r8100f,,QsQcAd4d4c6h5dKc,2700|-2700,sethi.muskan.1,DeepStack 
f,,,,Ks9s5s2d,50|-50,DeepStack,sethi.muskan.1 
k,k,k,r500r2500r20000f,2sJsAd6d5cTh2hJd4s,2500|-2500,sethi.muskan.1,DeepStack 
f,,,,3s8d2cTh,50|-50,DeepStack,sethi.muskan.1 
r200f,,,,2d4c6d7d,-100|100,sethi.muskan.1,DeepStack 
f,,,,7s9h4cJh,50|-50,DeepStack,sethi.muskan.1 
k,r300f,,,Qd3s9c4d6hQhKh,100|-100,sethi.muskan.1,DeepStack 
k,k,k,k,5c9d6h4hTc8cAc5d9s,100|-100,DeepStack,sethi.muskan.1 
r300f,,,,5h8dKdKc,-100|100,sethi.muskan.1,DeepStack 
r300f,,,,Qs2h8s9d,-100|100,DeepStack,sethi.muskan.1 
k,r300f,,,7s6d4d3d9s8sQs,100|-100,sethi.muskan.1,DeepStack 
r200c,cr500f,,,7dThQdAh2cJs4s,-200|200,DeepStack,sethi.muskan.1 
r300r900r2700c,cr5400c,k,r20000f,KsKhTsKcAcAhJsAs3s,5400|-5400,sethi.muskan.1,DeepStack 
r200r600c,r1200c,k,r2400f,7h9h7cQdThAdTsTc2c,1200|-1200,DeepStack,sethi.muskan.1 
r300f,,,,Qh7sAhJs,-100|100,sethi.muskan.1,DeepStack 
f,,,,JsJh2d7d,50|-50,DeepStack,sethi.muskan.1 
k,r300c,k,cr900f,7c5sJd6sAsJs9c4c6d,-300|300,sethi.muskan.1,DeepStack 
r200r600r1800c,k,k,k,5c5sAh7h9h9dQs2sJh,1800|-1800,DeepStack,sethi.muskan.1 
f,,,,8s3h6s2h,50|-50,sethi.muskan.1,DeepStack 
r300c,cr900c,r1800c,k,7c6h4h2h8dTh5h5sKd,0|0,DeepStack,sethi.muskan.1 
r300r900f,,,,QhAs6hKs,300|-300,DeepStack,sethi.muskan.4 
r200f,,,,6c8sJsAc,-100|100,sethi.muskan.1,DeepStack 
r300f,,,,4d3s8d6c,-100|100,sethi.muskan.3,DeepStack 
r300c,cr900f,,,Ks9dJsQd6h7h8h,-300|300,DeepStack,sethi.muskan.3 
cr300f,,,,4d2dTh4s,100|-100,sethi.muskan.4,DeepStack 
f,,,,7s4s5d3h,50|-50,DeepStack,sethi.muskan.1 
f,,,,Ah6h7c3h,50|-50,DeepStack,sethi.muskan.4 
r200r600f,,,,KhJdTs7h,200|-200,sethi.muskan.1,DeepStack 
r300f,,,,3h5s6sQc,-100|100,sethi.muskan.3,DeepStack 
r300c,cr900f,,,8d7sTcKhAhJc5d,-300|300,DeepStack,sethi.muskan.3 
f,,,,Tc9h2h7d,50|-50,DeepStack,sethi.muskan.1 
r200r600c,r1800f,,,3s7sJsTh5s8c7c,600|-600,sethi.muskan.4,DeepStack 
r300r900c,r2700f,,,As8sKcQd6d3h8h,900|-900,sethi.muskan.3,DeepStack 
cr300c,cr600f,,,QsTh9c8d6h5c7d,-300|300,sethi.muskan.1,DeepStack 
f,,,,2s9s7dQh,50|-50,DeepStack,sethi.muskan.4 
f,,,,3sAs9d5c,50|-50,DeepStack,sethi.muskan.3 
r300f,,,,8sJhThQd,-100|100,sethi.muskan.4,DeepStack 
r300f,,,,2d6cJh6s,-100|100,sethi.muskan.3,DeepStack 
r300f,,,,3d5s9h9d,-100|100,DeepStack,sethi.muskan.1 
f,,,,2sTd7s9c,50|-50,DeepStack,sethi.muskan.3 
r300c,k,cr900f,,8cKhAd5dThJc2hAc,-300|300,DeepStack,sethi.muskan.4 
r300f,,,,3s8hKhQc,-100|100,sethi.muskan.3,DeepStack 
r200f,,,,4dTcKcJc,-100|100,sethi.muskan.1,DeepStack 
f,,,,Qd5s6s5h,50|-50,DeepStack,sethi.muskan.3 
f,,,,9sAs2h3c,50|-50,sethi.muskan.3,DeepStack 
r300r900c,r1800r5400c,cr16200r20000c,,JhKh4h8hQh3d7hJsTd,20000|-20000,DeepStack,sethi.muskan.1 
r300f,,,,Qc2s6dTd,-100|100,DeepStack,sethi.muskan.3 
r300f,,,,Jc3h5h5s,-100|100,sethi.muskan.4,DeepStack 
r300f,,,,2d8h4d8d,-100|100,sethi.muskan.3,DeepStack 
r300c,cr900f,,,5h2h7c9sJs9hTd,-300|300,DeepStack,sethi.muskan.4 
r300f,,,,Qd7c7d5s,-100|100,DeepStack,sethi.muskan.3 
cr20000f,,,,AsQcQdTh,100|-100,sethi.muskan.3,DeepStack 
r300r20000f,,,,QdThKd9s,300|-300,sethi.muskan.4,DeepStack 
f,,,,2d7s3d9c,50|-50,sethi.muskan.1,DeepStack 
r20000c,,,,KsAs4dAdTs9c3h8d8h,20000|-20000,DeepStack,sethi.muskan.1 
r20000f,,,,8s4cQdJs,-100|100,DeepStack,sethi.muskan.3 
r20000c,,,,AhKh9dJh8h6h9h6sTd,20000|-20000,DeepStack,sethi.muskan.4 
r300r20000f,,,,JhAhTcAc,300|-300,sethi.muskan.1,DeepStack 
cr20000f,,,,8cTsTh4s,100|-100,sethi.muskan.3,DeepStack 
r300f,,,,Jh2dTs6c,-100|100,sethi.muskan.4,DeepStack 
f,,,,8d2h4hJd,50|-50,DeepStack,sethi.muskan.1 
r20000f,,,,Jc2h7hTh,-100|100,DeepStack,sethi.muskan.3 
k,k,r300f,,Jh3sQs3c2c8cKc4h,100|-100,sethi.muskan.1,DeepStack 
r200r20000f,,,,JdAs2dKs,200|-200,sethi.muskan.3,DeepStack 
r20000f,,,,TdJs6hQs,-100|100,DeepStack,sethi.muskan.4 
r300f,,,,2h5sJsJd,-100|100,sethi.muskan.4,DeepStack 
f,,,,6hKc2dQs,50|-50,DeepStack,sethi.muskan.3 
f,,,,6dQdJd5s,50|-50,DeepStack,sethi.muskan.4 
r200r20000c,,,,QcAhKcKdJsTh8c3d8s,-20000|20000,sethi.muskan.3,DeepStack 
cr20000f,,,,QsAhTs3d,100|-100,sethi.muskan.4,DeepStack 
r20000f,,,,5d7h6h8d,-100|100,DeepStack,sethi.muskan.1 
r20000f,,,,8h9cKs5s,-100|100,DeepStack,sethi.muskan.3 
r20000f,,,,4h3h7hJc,-100|100,DeepStack,sethi.muskan.4 
cr20000f,,,,2sAd5c8h,100|-100,sethi.muskan.3,DeepStack 
r200r20000f,,,,TdQh5hJs,200|-200,sethi.muskan.1,DeepStack 
r300f,,,,9h6sAh3s,-100|100,sethi.muskan.4,DeepStack 
r20000f,,,,3cKcJcAc,-100|100,DeepStack,sethi.muskan.3 
f,,,,8d8h2d3s,50|-50,DeepStack,sethi.muskan.1 
f,,,,Ks3c3h7h,50|-50,DeepStack,sethi.muskan.4 
f,,,,QcKd2s5h,50|-50,sethi.muskan.3,DeepStack 
r20000f,,,,6h6dThTs,-100|100,DeepStack,sethi.muskan.3 
cr20000f,,,,KdTd3c5c,100|-100,sethi.muskan.1,DeepStack 
k,r300f,,,3s2d4d4h6d9s7s,100|-100,sethi.muskan.3,DeepStack 
r300r20000f,,,,8hKdAc2h,300|-300,sethi.muskan.4,DeepStack 
r20000f,,,,Qs2cAs8d,-100|100,DeepStack,sethi.muskan.4 
f,,,,Qc7c5d4s,50|-50,DeepStack,sethi.muskan.1 
f,,,,8dKc7d5c,50|-50,DeepStack,sethi.muskan.3 
r300f,,,,5cTh2d4d,-100|100,sethi.muskan.4,DeepStack 
r300f,,,,3sJc6h7h,-100|100,sethi.muskan.1,DeepStack 
r200r20000f,,,,7cAs9cJc,200|-200,sethi.muskan.3,DeepStack 
r20000f,,,,KcTdQc2s,-100|100,DeepStack,sethi.muskan.4 
r20000f,,,,JcQh4dKc,-100|100,DeepStack,sethi.muskan.3 
r20000f,,,,Qc6c8dQh,-100|100,DeepStack,sethi.muskan.1 
r200r20000f,,,,5dQs7s8s,200|-200,sethi.muskan.4,DeepStack 
r200f,,,,7sJd4s3c,-100|100,sethi.muskan.3,DeepStack 
r300r20000f,,,,4hAs8cKd,300|-300,sethi.muskan.1,DeepStack 
f,,,,5sTc9c4s,50|-50,DeepStack,sethi.muskan.3 
r20000f,,,,7c3hJhKh,-100|100,DeepStack,sethi.muskan.4 
f,,,,QsTc3c8h,50|-50,sethi.muskan.3,DeepStack 
r300r20000f,,,,7h4h9cKs,300|-300,sethi.muskan.4,DeepStack 
f,,,,TcKc2d9c,50|-50,DeepStack,sethi.muskan.3 
f,,,,7hAs7d5h,50|-50,DeepStack,sethi.muskan.1 
k,cr300f,,,8d3s9cKhJh5s6h,-100|100,sethi.muskan.3,DeepStack 
r20000f,,,,As3dJcTd,-100|100,DeepStack,sethi.muskan.4 
r200f,,,,3c9dQhQd,-100|100,sethi.muskan.1,DeepStack 
cr20000f,,,,9hTsAh9d,100|-100,sethi.muskan.4,DeepStack 
f,,,,Ad4s4h3s,50|-50,DeepStack,sethi.muskan.1 
r20000f,,,,Ad8sTd9d,-100|100,DeepStack,sethi.muskan.4 
r20000f,,,,5sKh7h8h,-100|100,DeepStack,sethi.muskan.3 
cr20000f,,,,9sAcTdQh,100|-100,sethi.muskan.1,DeepStack 
cr20000f,,,,9dAh2hAd,100|-100,sethi.muskan.4,DeepStack 
cr20000f,,,,Ah4cAs3s,100|-100,sethi.muskan.3,DeepStack 
f,,,,KcJs9h3d,50|-50,DeepStack,sethi.muskan.3 
r20000f,,,,Kd8h4s2s,-100|100,DeepStack,sethi.muskan.1 
r20000f,,,,8c5d4s3s,-100|100,DeepStack,sethi.muskan.4 
r200f,,,,9hQcTs4s,-100|100,sethi.muskan.3,DeepStack 
r300r20000f,,,,6sAh9cAc,300|-300,sethi.muskan.1,DeepStack 
r200f,,,,Ts6c2cJc,-100|100,sethi.muskan.4,DeepStack 
r20000f,,,,3d7s2sKh,-100|100,DeepStack,sethi.muskan.3 
r20000f,,,,5cKc3sKh,-100|100,DeepStack,sethi.muskan.4 
f,,,,Js8d6s2h,50|-50,DeepStack,sethi.muskan.1 
r300r20000f,,,,Ad5s9s4s,300|-300,sethi.muskan.3,DeepStack 
k,r20000c,,,7s9cTh9d7d9sTc4sAd,-20000|20000,sethi.muskan.4,DeepStack 
r200r20000f,,,,Ac4h8cJh,200|-200,sethi.muskan.1,DeepStack 
f,,,,9hTh4h6d,50|-50,DeepStack,sethi.muskan.3 
f,,,,KcTh4h7c,50|-50,DeepStack,sethi.muskan.4 
f,,,,9sKh2h9d,50|-50,DeepStack,sethi.muskan.1 
