PreFlop,Flop,Turn,River,Cards,Chips Won/Lost,Big,Small
f,,,,3s9s3h2s,50|-50,lesnoy.dmitry.1,DeepStack 
cr300c,r600r1200r2400f,,,ThTs8c7d3s8h9d,1200|-1200,DeepStack,lesnoy.dmitry.1 
k,cr300c,cr900f,,6s8cQs2cJsTc9c3s,-300|300,lesnoy.dmitry.1,DeepStack 
f,,,,6c9c4h7s,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,k,k,k,8h2h8sQh4hAhAc3c7d,-300|300,lesnoy.dmitry.1,DeepStack 
r250c,cr500c,k,k,Ad2dAcQc9dTsTh8sTc,-500|500,DeepStack,lesnoy.dmitry.1 
r300r750r2250f,,,,8hAcQhKs,-750|750,lesnoy.dmitry.1,DeepStack 
k,k,cr300c,k,3dJh4h2hJd2c9dQcTd,300|-300,DeepStack,lesnoy.dmitry.1 
k,r250f,,,Jh3hQd6h9s7h3d,100|-100,lesnoy.dmitry.1,DeepStack 
r200r600c,k,r1200f,,KhKd7s8cJcQd8dTc,600|-600,DeepStack,lesnoy.dmitry.1 
r300c,cr600c,r1500r3000r9000c,r20000f,9dAhQcTc5s2cTh6cKd,9000|-9000,lesnoy.dmitry.1,DeepStack 
f,,,,KdAs4sJh,50|-50,DeepStack,lesnoy.dmitry.1 
r300f,,,,Jc3s4dAd,-100|100,lesnoy.dmitry.1,DeepStack 
r200r600c,r1200c,k,k,AdJh5c4c3h3s4sKsKd,-1200|1200,DeepStack,lesnoy.dmitry.1 
k,r250c,r625f,,5dQh4hTc5h3sAd4s,250|-250,lesnoy.dmitry.1,DeepStack 
cr300c,cr750f,,,Kd7s6d5h6h2dJh,-300|300,DeepStack,lesnoy.dmitry.1 
r200c,r500r1500f,,,3s5dKh6d7s3d2h,-500|500,lesnoy.dmitry.1,DeepStack 
cr300c,r600f,,,8h5h5cQh8sKc9d,300|-300,DeepStack,lesnoy.dmitry.1 
r300c,cr600r900c,r2250r4500f,,Ah6dJsKs7sTd8hAs,-2250|2250,lesnoy.dmitry.1,DeepStack 
f,,,,JhAc5hJd,50|-50,DeepStack,lesnoy.dmitry.1 
f,,,,Jd9h7c2s,50|-50,lesnoy.dmitry.1,DeepStack 
r300c,k,cr750f,,9d5dAdTcJh2h4cQd,-300|300,DeepStack,lesnoy.dmitry.1 
r200c,r500f,,,8s9cKs4hQh6c3c,200|-200,lesnoy.dmitry.1,DeepStack 
f,,,,Th7c5hJc,50|-50,DeepStack,lesnoy.dmitry.1 
k,cr200c,k,r400c,TcJsJd6d5s6s8c9d8s,-400|400,lesnoy.dmitry.1,DeepStack 
r250c,cr500c,cr1250f,,Ah8s6h6c9hQd6s9s,-500|500,DeepStack,lesnoy.dmitry.1 
r200c,k,r600c,cr1800c,9c6s6cThTs9h3hTc2s,-1800|1800,lesnoy.dmitry.1,DeepStack 
r200f,,,,4c9h8c5c,-100|100,DeepStack,lesnoy.dmitry.1 
cr250c,r625c,r1562f,,8hAh9cJd5hQhKd6c,625|-625,lesnoy.dmitry.1,DeepStack 
r200c,cr500f,,,6d3h9cTdQh2c2s,-200|200,DeepStack,lesnoy.dmitry.1 
r300c,k,r600f,,Ad9c3h5sQs8h9s6h,300|-300,lesnoy.dmitry.1,DeepStack 
k,cr250c,cr625r1875c,r9375f,7h2h4h3c3hTh6d5sQs,1875|-1875,DeepStack,lesnoy.dmitry.1 
r300f,,,,5s9cJc6c,-100|100,lesnoy.dmitry.1,DeepStack 
r200r600r1800c,cr4500c,k,k,9hAhKcKdAcAs9c7c8d,4500|-4500,DeepStack,lesnoy.dmitry.1 
k,cr200r500f,,,Ah8sJc5d8h9c8c,200|-200,lesnoy.dmitry.1,DeepStack 
r200c,cr500c,k,cr1000f,3hJs9hJh2s7c3d5c4h,-500|500,DeepStack,lesnoy.dmitry.1 
r300c,k,r600f,,Qc3cAs5cJcQh4h8s,300|-300,lesnoy.dmitry.1,DeepStack 
k,k,cr200f,,2cQh4c2dJs6h7h8c,-100|100,DeepStack,lesnoy.dmitry.1 
k,cr200f,,,7h6c5h8d3sTd9s,-100|100,lesnoy.dmitry.1,DeepStack 
r200r600c,r1200c,k,r3600f,7c7sQd8d3dJc6s5cJd,1200|-1200,DeepStack,lesnoy.dmitry.1 
f,,,,5cTs2c8d,50|-50,lesnoy.dmitry.1,DeepStack 
f,,,,7h3d4d2c,50|-50,DeepStack,lesnoy.dmitry.1 
r200c,cr400f,,,Kd7dKs7c2hThJh,-200|200,lesnoy.dmitry.1,DeepStack 
r250c,k,k,cr625c,9dKsKh8c3h9c2d5h8d,625|-625,DeepStack,lesnoy.dmitry.1 
r300c,k,k,cr900f,7d8sQdAh6d7sJsKdAc,-300|300,lesnoy.dmitry.1,DeepStack 
r200c,cr500f,,,3sJhJdKh6cAs2s,-200|200,DeepStack,lesnoy.dmitry.1 
r300f,,,,8h5d9d8s,-100|100,lesnoy.dmitry.1,DeepStack 
f,,,,2s8h6h9c,50|-50,DeepStack,lesnoy.dmitry.1 
r200c,cr600f,,,QsJc5sAs5h4c8d,-200|200,lesnoy.dmitry.1,DeepStack 
r200c,cr500f,,,Ts6d3hJh4s9c3c,-200|200,DeepStack,lesnoy.dmitry.1 
f,,,,4h7d2h3c,50|-50,lesnoy.dmitry.1,DeepStack 
r200r600c,r1200c,cr3000c,k,5hAhKc6cKd4hKsAd2d,-3000|3000,DeepStack,lesnoy.dmitry.1 
r300f,,,,6cTs6s8s,-100|100,lesnoy.dmitry.1,DeepStack 
r300f,,,,8c5s6s6d,-100|100,DeepStack,lesnoy.dmitry.1 
f,,,,JdTh7d2h,50|-50,lesnoy.dmitry.1,DeepStack 
k,cr250f,,,2dQs9s8dAd8hTh,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,k,r600f,,AsKc4sQhTd9c2d8d,300|-300,lesnoy.dmitry.1,DeepStack 
r250c,k,k,k,TsKcAc9hQh7h3d8h7c,-250|250,DeepStack,lesnoy.dmitry.1 
k,k,r200c,k,6c2s3hTc8dJdTd7c9d,0|0,lesnoy.dmitry.1,DeepStack 
r200c,cr500c,k,cr1250r6250c,5d7hKs6c6s4hQd3s6h,6250|-6250,DeepStack,lesnoy.dmitry.1 
r200c,k,r500c,cr2500f,Qc5dKdTcQhKc2c2hTh,-500|500,lesnoy.dmitry.1,DeepStack 
f,,,,AdQh9d3h,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,k,r750r1500f,,Kd2c9hKh2h7h4c3h,-750|750,lesnoy.dmitry.1,DeepStack 
f,,,,Kd4d3hTs,50|-50,DeepStack,lesnoy.dmitry.1 
r300r900f,,,,4d4h7cQs,300|-300,lesnoy.dmitry.1,DeepStack 
r200r600r1800f,,,,Th9cKcKd,-600|600,DeepStack,lesnoy.dmitry.1 
k,k,r250c,cr750c,5sAhAcJd3d7h2sAd6d,-750|750,lesnoy.dmitry.1,DeepStack 
r200c,cr400r1200f,,,9dKh7sAsKsKc9c,400|-400,DeepStack,lesnoy.dmitry.1 
r300f,,,,Td6hKcAc,-100|100,lesnoy.dmitry.1,DeepStack 
f,,,,7h8s5d2h,50|-50,DeepStack,lesnoy.dmitry.1 
k,k,k,r200c,7d4s8d9cKh5c9dAhTs,-200|200,lesnoy.dmitry.1,DeepStack 
r250f,,,,Th4c5h6s,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,cr600c,k,k,JcKs8d6s9dQcQd8sJs,600|-600,lesnoy.dmitry.1,DeepStack 
cr300c,cr750c,k,k,6d6c3h4s3dTd8c5h5d,750|-750,DeepStack,lesnoy.dmitry.1 
k,k,k,r200c,Ts6dQd2h9c8s2d8hAs,-200|200,lesnoy.dmitry.1,DeepStack 
f,,,,Qd8c2d3h,50|-50,DeepStack,lesnoy.dmitry.1 
k,cr300f,,,Js6sTdQh9cQd5s,-100|100,lesnoy.dmitry.1,DeepStack 
r200c,cr500f,,,3h5h4d2sTd8h2d,-200|200,DeepStack,lesnoy.dmitry.1 
r300c,r600c,r1500f,,2cKs8d4d8h6h7dTc,600|-600,lesnoy.dmitry.1,DeepStack 
f,,,,AhJh3cQd,50|-50,DeepStack,lesnoy.dmitry.1 
r300f,,,,Qd2cKhKs,-100|100,lesnoy.dmitry.1,DeepStack 
r250c,cr625c,k,cr1875f,Kc6dKdJsQd7d2d5d4s,-625|625,DeepStack,lesnoy.dmitry.1 
r200c,k,k,cr600f,4d9d7sKhTcAh7d5dAs,-200|200,lesnoy.dmitry.1,DeepStack 
f,,,,Ks7c7h3d,50|-50,DeepStack,lesnoy.dmitry.1 
k,k,r200c,k,Kd7cKc9hTdQd4h9s3c,-200|200,lesnoy.dmitry.1,DeepStack 
r250r750c,r2250c,cr5625r11250f,,4d4cKc3cKd9s4s2s,5625|-5625,DeepStack,lesnoy.dmitry.1 
r200f,,,,4hTs7cJh,-100|100,lesnoy.dmitry.1,DeepStack 
r250c,cr750f,,,7sJc5sAh9s4cQh,-250|250,DeepStack,lesnoy.dmitry.1 
r300f,,,,5s2d5c9h,-100|100,lesnoy.dmitry.1,DeepStack 
cr300c,r600f,,,8sTs5s6h2dJdQd,300|-300,DeepStack,lesnoy.dmitry.1 
cr300f,,,,AsKs4s3h,100|-100,lesnoy.dmitry.1,DeepStack 
f,,,,Ah9d5cQd,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,k,cr900c,cr2700f,6s7d5d5hJsAs8c5c6c,-900|900,lesnoy.dmitry.1,DeepStack 
f,,,,Td2s5hQc,50|-50,DeepStack,lesnoy.dmitry.1 
cr300c,r900f,,,4d7dQh2h5d4sJh,300|-300,lesnoy.dmitry.1,DeepStack 
r300f,,,,Qd3sKh7h,-100|100,DeepStack,lesnoy.dmitry.1 
r200c,cr400r800c,r2000c,r6000c,2d4sThJhTsTdKd2s5h,-6000|6000,lesnoy.dmitry.1,DeepStack 
r300r900r2700f,,,,Ad3dJdJh,-900|900,DeepStack,lesnoy.dmitry.1 
k,k,r200r600f,,8c4c3cTsTdQs7sQh,-200|200,lesnoy.dmitry.1,DeepStack 
cr300c,r600r1500c,cr4500f,,7h7d6s5h8h5c4h2d,-1500|1500,DeepStack,lesnoy.dmitry.1 
r300f,,,,8h2cJs4c,-100|100,lesnoy.dmitry.1,DeepStack 
f,,,,5dTs7h4c,50|-50,DeepStack,lesnoy.dmitry.1 
k,k,k,r250f,2d4hKs4sQc8c3c3sJc,100|-100,lesnoy.dmitry.1,DeepStack 
r300c,cr900f,,,Qh3hThAc2dKhAd,-300|300,DeepStack,lesnoy.dmitry.1 
k,r200f,,,8hJd2dJh3s9c7h,100|-100,lesnoy.dmitry.1,DeepStack 
f,,,,Ts6hJd4c,50|-50,DeepStack,lesnoy.dmitry.1 
r200c,r500c,k,k,5h5c9cQcJh2cJsKh6c,500|-500,lesnoy.dmitry.1,DeepStack 
r300f,,,,2sJh9dAc,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,cr600f,,,5s4cAhKc7dTd7s,-300|300,lesnoy.dmitry.1,DeepStack 
r300f,,,,4s3hKd4d,-100|100,DeepStack,lesnoy.dmitry.1 
k,cr300c,cr600f,,6s8hAs5hTs3h5s5c,-300|300,lesnoy.dmitry.1,DeepStack 
cr300c,k,k,r600f,QhJdKs6c4cAh5h8dTc,300|-300,DeepStack,lesnoy.dmitry.1 
r200f,,,,Jd5sQc6h,-100|100,lesnoy.dmitry.1,DeepStack 
k,cr200c,k,k,Qd2h8c7dKhAdKs5s4d,200|-200,DeepStack,lesnoy.dmitry.1 
r300r750c,r2250f,,,8h7h8cAs4dKhQd,750|-750,lesnoy.dmitry.1,DeepStack 
f,,,,As4dTc5s,50|-50,DeepStack,lesnoy.dmitry.1 
k,cr300c,cr900c,k,6s9s2hTsTd4c9h7hQd,-900|900,lesnoy.dmitry.1,DeepStack 
cr300c,k,r600c,k,8hJs7d9sQc4sAc9h2c,-600|600,DeepStack,lesnoy.dmitry.1 
k,r250r500c,r1500f,,2h6h9sAdJh8h7s4h,500|-500,lesnoy.dmitry.1,DeepStack 
r200c,k,cr500r1500r3750c,r7500f,7hAc8sKc7c4s6c8cTs,3750|-3750,DeepStack,lesnoy.dmitry.1 
k,r300f,,,5d6cAd6d7dKs2h,100|-100,lesnoy.dmitry.1,DeepStack 
r300f,,,,7c5dQdJc,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,cr600f,,,Ks8cTsJh4dQh2h,-300|300,lesnoy.dmitry.1,DeepStack 
r300r900c,k,k,r2700f,QdKh3c8c5dQs6s9dJc,900|-900,DeepStack,lesnoy.dmitry.1 
k,r300f,,,2d4hAs9d4c3s8s,100|-100,lesnoy.dmitry.1,DeepStack 
f,,,,9s9h5sTd,50|-50,DeepStack,lesnoy.dmitry.1 
r300r900f,,,,TcJd8h3h,300|-300,lesnoy.dmitry.1,DeepStack 
f,,,,Kc7s2h3c,50|-50,DeepStack,lesnoy.dmitry.1 
k,r250f,,,AcAs3d7sQd8s2s,100|-100,lesnoy.dmitry.1,DeepStack 
r200r400c,r800c,cr2000c,cr6000f,2s6s9sKhKc3s2d9h8h,-2000|2000,DeepStack,lesnoy.dmitry.1 
r300c,k,r750f,,Ks7c4sJhAcQsAs6d,300|-300,lesnoy.dmitry.1,DeepStack 
r250c,cr625f,,,Ts2sQhJdJsJc9d,-250|250,DeepStack,lesnoy.dmitry.1 
f,,,,5dKd3h7c,50|-50,lesnoy.dmitry.1,DeepStack 
cr300c,r600f,,,5hQh5dQs6cAh9h,300|-300,DeepStack,lesnoy.dmitry.1 
cr250c,r750f,,,6cJc6h7c2c4d9h,250|-250,lesnoy.dmitry.1,DeepStack 
r300f,,,,2dJs7dKs,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,cr900c,r2700r5400r20000f,,8d5sJdKc7h5dKd6h,5400|-5400,lesnoy.dmitry.1,DeepStack 
f,,,,3hQd9d5s,50|-50,DeepStack,lesnoy.dmitry.1 
k,k,cr200r500f,,2s7d6s4hKs8h8dTs,200|-200,lesnoy.dmitry.1,DeepStack 
cr300c,r600r900c,k,r1800f,6sAs2sJh2c7d8s9c3h,900|-900,DeepStack,lesnoy.dmitry.1 
f,,,,8d3h2d4h,50|-50,lesnoy.dmitry.1,DeepStack 
f,,,,6c3s4dJh,50|-50,DeepStack,lesnoy.dmitry.1 
r200c,k,r500f,,7c7sKc8dAs6h5h3h,200|-200,lesnoy.dmitry.1,DeepStack 
r250r750c,k,k,r1500c,JcAhJsAs8dKh8cAcTs,0|0,DeepStack,lesnoy.dmitry.1 
k,r300f,,,Qh9c3sQc2h7h9s,100|-100,lesnoy.dmitry.1,DeepStack 
r200r600c,r1800f,,,7dTd9h6hJcJsKc,600|-600,DeepStack,lesnoy.dmitry.1 
r300c,cr600f,,,3h5c5s8sQsKs7d,-300|300,lesnoy.dmitry.1,DeepStack 
f,,,,4sTs5d2c,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,r750c,k,k,9cKd6c6h4s4c7h5sAd,-750|750,lesnoy.dmitry.1,DeepStack 
r300c,cr750c,cr1875f,,2cTcAhTsJc8hQdKh,-750|750,DeepStack,lesnoy.dmitry.1 
cr300c,r750f,,,AhQs6dTcJd7h4h,300|-300,lesnoy.dmitry.1,DeepStack 
r300f,,,,4s6d7cAd,-100|100,DeepStack,lesnoy.dmitry.1 
k,cr300f,,,Qc2c3hKdKc8h5h,-100|100,lesnoy.dmitry.1,DeepStack 
cr300c,r600r1500c,cr4500f,,2sAs5s8s8cAc5c6d,-1500|1500,DeepStack,lesnoy.dmitry.1 
r300c,k,r525c,r858c,5sKdJdJsThTcQhQs8s,-858|858,lesnoy.dmitry.1,DeepStack 
r300c,k,cr750f,,4h6hAd7hKd5s9c4c,-300|300,DeepStack,lesnoy.dmitry.1 
r300c,k,r750f,,ThQhAh4dQc2c9c4s,300|-300,lesnoy.dmitry.1,DeepStack 
r300c,k,r600c,k,9cJsAs5c7d2d6s7hQd,-600|600,DeepStack,lesnoy.dmitry.1 
r300c,k,r750c,r2250r20000c,4d3c7d5s6h5h2dJs4s,20000|-20000,lesnoy.dmitry.1,DeepStack 
f,,,,4s3c6sTh,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,k,r750c,k,TdAh7s7cAc8sKs5s2c,750|-750,lesnoy.dmitry.1,DeepStack 
cr300c,r600c,cr1500r4500c,r20000f,4d4s5d4c2d4hQc6s6d,4500|-4500,DeepStack,lesnoy.dmitry.1 
r200c,r500r1000c,k,k,6cKd5sKh6sQh4d5dAs,1000|-1000,lesnoy.dmitry.1,DeepStack 
f,,,,6s2d2h5s,50|-50,DeepStack,lesnoy.dmitry.1 
r200r300c,r900c,k,k,QcTcKs6c6sTs5d3d5s,900|-900,lesnoy.dmitry.1,DeepStack 
k,cr200f,,,4hTd9sJc2dQcKc,-100|100,DeepStack,lesnoy.dmitry.1 
r200c,r300r900f,,,5s3sKc8d2hKdQs,-300|300,lesnoy.dmitry.1,DeepStack 
r200c,k,cr500f,,4dJhKhKc7d6h7c8d,-200|200,DeepStack,lesnoy.dmitry.1 
r300c,cr600c,k,k,Ah2hKs5hAs8d5c3c4h,600|-600,lesnoy.dmitry.1,DeepStack 
r200c,cr500c,k,r1500f,7cTd4c3sAd9c7s8sJc,500|-500,DeepStack,lesnoy.dmitry.1 
r200c,cr600f,,,5h3sTh7hQdAcTc,-200|200,lesnoy.dmitry.1,DeepStack 
f,,,,TcKh4d8s,50|-50,DeepStack,lesnoy.dmitry.1 
k,r200f,,,7dKd6hJc8sTdAs,100|-100,lesnoy.dmitry.1,DeepStack 
r200r600c,r1200c,k,cr2400c,9c8c9hJc9dQd3s7h5c,-2400|2400,DeepStack,lesnoy.dmitry.1 
r300c,cr600c,cr1200c,k,5s5h7d9cKcThTs4d9d,-1200|1200,lesnoy.dmitry.1,DeepStack 
r250c,cr625r1250f,,,8c5cTh9s8hAc2c,625|-625,DeepStack,lesnoy.dmitry.1 
r300c,r900c,r2700f,,Qs6c3s6sTs3dQh9d,900|-900,lesnoy.dmitry.1,DeepStack 
f,,,,3hJs6h3d,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,k,r750c,cr1500f,8sTh9s9dQc6dAd2d8d,-750|750,lesnoy.dmitry.1,DeepStack 
k,cr300f,,,Qd3cQc4cKs4d6d,-100|100,DeepStack,lesnoy.dmitry.1 
f,,,,5cJc2c9s,50|-50,lesnoy.dmitry.1,DeepStack 
cr300c,k,r900f,,9dAd7c6hAcKhJs3d,300|-300,DeepStack,lesnoy.dmitry.1 
r300c,cr600f,,,Ad6h7sKs4sKcJh,-300|300,lesnoy.dmitry.1,DeepStack 
k,cr200c,cr600f,,3cKdJh8s9hJsJcJd,-200|200,DeepStack,lesnoy.dmitry.1 
r200c,r600f,,,Kh6dTcJd4h5d6c,200|-200,lesnoy.dmitry.1,DeepStack 
f,,,,8s6s4s8h,50|-50,DeepStack,lesnoy.dmitry.1 
r300f,,,,6cTh8c3c,-100|100,lesnoy.dmitry.1,DeepStack 
f,,,,6sTs5d9h,50|-50,DeepStack,lesnoy.dmitry.1 
r200r300r600c,k,r1500f,,3hTh5c3c6s8d7d8s,600|-600,lesnoy.dmitry.1,DeepStack 
f,,,,4d5d3cJh,50|-50,DeepStack,lesnoy.dmitry.1 
r200c,cr400c,r800c,r2400f,Th9hJdTd5dQdQh5sKc,800|-800,lesnoy.dmitry.1,DeepStack 
r200f,,,,4d8s6sAc,-100|100,DeepStack,lesnoy.dmitry.1 
r300c,k,k,r900c,4s5cQcQd4hKh4dKsQs,-900|900,lesnoy.dmitry.1,DeepStack 
k,cr200c,k,k,Qs5cJc8hAdKc7s3c3s,200|-200,DeepStack,lesnoy.dmitry.1 
f,,,,9d2d5d2s,50|-50,lesnoy.dmitry.1,DeepStack 
r300f,,,,3cKs8hKc,-100|100,DeepStack,lesnoy.dmitry.1 
r300f,,,,3cJh4c6c,-100|100,lesnoy.dmitry.1,DeepStack 
f,,,,9c7d6d3h,50|-50,DeepStack,lesnoy.dmitry.1 
k,r300f,,,8dJs3sJc5h6h8c,100|-100,lesnoy.dmitry.1,DeepStack 
r200c,cr500c,k,k,8h7c6h7hAd3d7s2d5d,500|-500,DeepStack,lesnoy.dmitry.1 
r300c,k,k,r600c,4sQsKc2cKdThAh9d8h,-600|600,lesnoy.dmitry.1,DeepStack 
r300f,,,,Tc3dTsJs,-100|100,DeepStack,lesnoy.dmitry.1 
k,k,r200r400c,k,Qc7dJcAd9s3c9h9d4d,-400|400,lesnoy.dmitry.1,DeepStack 
f,,,,Jh5c9h4s,50|-50,DeepStack,lesnoy.dmitry.1 
k,r200r400f,,,Ks5c6h3dQh3c6d,-200|200,lesnoy.dmitry.1,DeepStack 
f,,,,AhQc6s3h,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,cr600r1500c,k,r3000f,9c6c5d7d8c7s5cAc9s,1500|-1500,lesnoy.dmitry.1,DeepStack 
f,,,,Ts7s6c3h,50|-50,DeepStack,lesnoy.dmitry.1 
f,,,,ThTs2c3h,50|-50,lesnoy.dmitry.1,DeepStack 
r200f,,,,6c2dAh7h,-100|100,DeepStack,lesnoy.dmitry.1 
cr300c,r750f,,,KdQcQd4d9c5d2s,300|-300,lesnoy.dmitry.1,DeepStack 
f,,,,Ah7c3h6c,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,cr900f,,,Qs8hJhJc7d6c3h,-300|300,lesnoy.dmitry.1,DeepStack 
r250c,cr625f,,,6s4sTdQh7dJhAs,-250|250,DeepStack,lesnoy.dmitry.1 
r300c,r900f,,,3h5hJhTd2s3c2h,300|-300,lesnoy.dmitry.1,DeepStack 
r250c,cr625f,,,6sAh8c7sJc9c5d,-250|250,DeepStack,lesnoy.dmitry.1 
r300f,,,,2s8c7d6d,-100|100,lesnoy.dmitry.1,DeepStack 
cr300c,r600c,k,r1200f,QdKc7hTcKh5sTsAs2h,600|-600,DeepStack,lesnoy.dmitry.1 
k,k,r200c,cr600c,6hTh6c9s9c9dTcAsQh,-600|600,lesnoy.dmitry.1,DeepStack 
r200f,,,,Th2sKh5s,-100|100,DeepStack,lesnoy.dmitry.1 
r200c,k,r500c,r1250f,3d5h7cKd7s8cAcJcQs,500|-500,lesnoy.dmitry.1,DeepStack 
f,,,,5dKd7h4s,50|-50,DeepStack,lesnoy.dmitry.1 
r300f,,,,Qh2sJc8h,-100|100,lesnoy.dmitry.1,DeepStack 
r300f,,,,5c3dJd9d,-100|100,DeepStack,lesnoy.dmitry.1 
r300f,,,,3c7s7d6s,-100|100,lesnoy.dmitry.1,DeepStack 
f,,,,2hAdJd4s,50|-50,DeepStack,lesnoy.dmitry.1 
r200c,cr600c,cr1800f,,4hQdQh8sKsTdJh6s,-600|600,lesnoy.dmitry.1,DeepStack 
r300c,cr750f,,,Jh2h4sAcAd5dAs,-300|300,DeepStack,lesnoy.dmitry.1 
r300f,,,,9s2dKcKs,-100|100,lesnoy.dmitry.1,DeepStack 
r300c,cr750c,k,k,Kh6dTh3hKsQcTs9d4h,750|-750,DeepStack,lesnoy.dmitry.1 
r300c,cr900c,k,cr2700c,Jh7h3cQd6sJdKd4s2s,2700|-2700,lesnoy.dmitry.1,DeepStack 
r300r900c,cr2700f,,,AcQcTsJs4s7sJh,-900|900,DeepStack,lesnoy.dmitry.1 
r300c,r750r2250f,,,5c6d6h8d7sTcAd,-750|750,lesnoy.dmitry.1,DeepStack 
r200c,cr500f,,,9s4sQhThJd6hAc,-200|200,DeepStack,lesnoy.dmitry.1 
k,cr200f,,,Qc8d2dJs4hJh6h,-100|100,lesnoy.dmitry.1,DeepStack 
r300c,cr750c,k,r1500f,KhTdKs5hAs9h7h8dJh,750|-750,DeepStack,lesnoy.dmitry.1 
r200c,r500f,,,4cKs4sQdJc2c8c,200|-200,lesnoy.dmitry.1,DeepStack 
f,,,,9cAd6sJc,50|-50,DeepStack,lesnoy.dmitry.1 
f,,,,6d3s3h8d,50|-50,lesnoy.dmitry.1,DeepStack 
cr300c,r600r900c,k,k,AhTs5h2c5dThQd9hJh,900|-900,DeepStack,lesnoy.dmitry.1 
r300c,r750r1500c,r4500c,r11250r20000f,Kh6s9sQc8s7c5sTcJc,-11250|11250,lesnoy.dmitry.1,DeepStack 
r300c,cr750c,k,k,Jc8hThTsJs7s5s6c6s,-750|750,DeepStack,lesnoy.dmitry.1 
k,cr300f,,,8h7c4sJsAc5d2d,-100|100,lesnoy.dmitry.1,DeepStack 
r300f,,,,7c3d7s7d,-100|100,DeepStack,lesnoy.dmitry.1 
k,cr300c,cr900c,cr1800c,Qs4hAsAd3sQhKh7c9d,-1800|1800,lesnoy.dmitry.1,DeepStack 
f,,,,Qd6d2hJd,50|-50,DeepStack,lesnoy.dmitry.1 
r300f,,,,5cQsKh8c,-100|100,lesnoy.dmitry.1,DeepStack 
r300f,,,,9s6h7dAc,-100|100,DeepStack,lesnoy.dmitry.1 
r200c,cr400f,,,7sKcQh5c2h5dAh,-200|200,lesnoy.dmitry.1,DeepStack 
r200c,cr600c,cr1500f,,QdJs7hTd7cKd2d4d,-600|600,DeepStack,lesnoy.dmitry.1 
r300c,k,cr900f,,8hKhAc5hAdQs4s5d,-300|300,lesnoy.dmitry.1,DeepStack 
f,,,,Kd3s4sQd,50|-50,DeepStack,lesnoy.dmitry.1 
r300f,,,,7d2h9hKd,-100|100,lesnoy.dmitry.1,DeepStack 
f,,,,7c5c7h2d,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,k,r750c,r1875c,QdThKdKh7dTd9d9c2h,-1875|1875,lesnoy.dmitry.1,DeepStack 
f,,,,9c2c3c2s,50|-50,DeepStack,lesnoy.dmitry.1 
k,k,r250f,,8s9h2s2h5c7h4s3s,100|-100,lesnoy.dmitry.1,DeepStack 
r300f,,,,3h8h3cAc,-100|100,DeepStack,lesnoy.dmitry.1 
k,r300f,,,4d3h9s8c4h7s3c,100|-100,lesnoy.dmitry.1,DeepStack 
r300c,cr750c,cr1875f,,8h5hTh9hAh2hKc9s,-750|750,DeepStack,lesnoy.dmitry.1 
k,r200c,r500f,,Jd7h2hJcKdQsKh7s,200|-200,lesnoy.dmitry.1,DeepStack 
r300r900c,r1800r4500f,,,Ad3d4cJc3c6hKc,-1800|1800,DeepStack,lesnoy.dmitry.1 
cr300c,k,k,r900f,3h3c9h8c9sAsQsJs4s,300|-300,lesnoy.dmitry.1,DeepStack 
r300f,,,,9d2sAdTd,-100|100,DeepStack,lesnoy.dmitry.1 
k,r300c,r750c,k,Td2cAhTc9d3dThJc5s,-750|750,lesnoy.dmitry.1,DeepStack 
r300c,cr900c,k,cr1800c,4sQs6s6c4c2c3hKcTc,-1800|1800,DeepStack,lesnoy.dmitry.1 
r300c,r750c,r2250c,r6750c,4dKdQsJsJc8h9dAs6c,-6750|6750,lesnoy.dmitry.1,DeepStack 
k,cr300r600f,,,4s6h2hTcKc2s3s,300|-300,DeepStack,lesnoy.dmitry.1 
r300c,k,r600f,,8sJd4h8h6s6c5c5d,300|-300,lesnoy.dmitry.1,DeepStack 
r300r900c,r2700c,r8100c,r16200r20000f,9sJs3dAh8c4d2sTdAs,-16200|16200,DeepStack,lesnoy.dmitry.1 
r200c,r500r1500c,k,k,8d7sKdQs3s7dQhAhTd,-1500|1500,lesnoy.dmitry.1,DeepStack 
r200c,cr400f,,,Qd2s8sQsTc6d6h,-200|200,DeepStack,lesnoy.dmitry.1 
r300f,,,,3s8cKsQs,-100|100,lesnoy.dmitry.1,DeepStack 
f,,,,Qs7s4h9s,50|-50,DeepStack,lesnoy.dmitry.1 
r300c,k,k,r600c,3d5s5hJhAs4hQsKd7h,-600|600,lesnoy.dmitry.1,DeepStack 
r300f,,,,4cKs2hAs,-100|100,DeepStack,lesnoy.dmitry.1 
